feature,importance
RDKit_1132,0.0005852966936505034
ECFP4_1138,0.0005829956944297016
RDKit_129,0.0005725571739310796
RDKit_882,0.000572454492991649
RDKit_787,0.0005587425254259113
RDKit_1061,0.0005567206436511477
RDKit_666,0.0005561763916660579
RDKit_63,0.0005554128701868192
ECFP4_1403,0.0005482370221517706
RDKit_354,0.0005405288097928403
RDKit_507,0.0005374991009201224
RDKit_1478,0.0005295510205869123
RDKit_591,0.0005233739337586099
RDKit_1440,0.0005232535039798407
MACCS_90,0.0005220142656827074
RDKit_1618,0.0005213004332911473
RDKit_387,0.0005210867665791339
RDKit_14,0.0005173011647781392
RDKit_506,0.0005101062499882661
RDKit_816,0.000503877179137147
RDKit_1750,0.0004881708119302551
RDKit_918,0.00047386194696902653
RDKit_189,0.0004663562069616392
RDKit_256,0.0004657029002028077
RDKit_714,0.00045922844676668626
RDKit_1303,0.00045699145878040377
RDKit_313,0.00045535989131526483
RDKit_1556,0.00044065132097703653
RDKit_992,0.00041291176853345364
RDKit_1845,0.0004113824948002593
RDKit_1173,0.00041133040066861326
RDKit_1076,0.00039591046105013163
RDKit_582,0.00038763364589027233
RDKit_1435,0.00038758123430403875
RDKit_1164,0.00038663644062145527
RDKit_1579,0.0003819402412448678
RDKit_536,0.0003799785683917824
RDKit_307,0.0003706058087698031
RDKit_1993,0.00036920215063155146
RDKit_1844,0.0003624059003087758
RDKit_101,0.00036140685269673255
RDKit_850,0.000355654815904155
RDKit_438,0.00035486221788169636
RDKit_1541,0.00035341410176063814
RDKit_239,0.0003527674855626558
RDKit_1646,0.00033898417209858546
RDKit_1622,0.0003296011351022599
RDKit_995,0.0003225570896793776
RDKit_1702,0.00032251749247055287
RDKit_1738,0.00031217151437805683
RDKit_795,0.00031151260816281217
RDKit_1946,0.0003113203403647629
RDKit_808,0.00030586629611897273
RDKit_74,0.00030339208510518444
RDKit_337,0.0003018310026850838
RDKit_221,0.00029928937645920555
RDKit_1021,0.00029343591011348375
RDKit_1140,0.00027769280331843007
RDKit_535,0.0002564757707217464
RDKit_1221,0.00022695495859053496
RDKit_1534,0.00022146142509877462
RDKit_90,0.0002177904156355103
RDKit_665,0.00020720644690588075
RDKit_27,0.00019534493186446495
RDKit_1416,0.00018993822330728852
RDKit_939,0.0001647405379952598
RDKit_1351,0.0001517271185763083
RDKit_1353,0.00013631276400817436
RDKit_444,0.00013460195207962608
RDKit_237,0.0001167362245765345
