molecule_chembl_id,smiles,matched_to_active,tanimoto_similarity
CHEMBL299270,CC(C)/N=C(/Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl)NC(C)C,CHEMBL5840711,0.135
CHEMBL300335,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(/N=C(/N)Nc4ccccc4)nc3n2)CC1,CHEMBL5840711,0.118
CHEMBL57091,CC(C)CCOC(=O)C1(C(=O)OCCC(C)C)Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2O1,CHEMBL5840711,0.098
CHEMBL418111,CN1CCN(CCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(NC(=O)Nc4ccccc4)nc3n2)CC1,CHEMBL5840711,0.12
CHEMBL56858,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCc1ccccc1)(C(=O)OCc1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5840711,0.089
CHEMBL60979,COc1cccc(NC(=O)Nc2nc3nc(NCCCN4CCN(C)CC4)ncc3cc2-c2c(Cl)cccc2Cl)c1,CHEMBL5840711,0.124
CHEMBL301641,COc1ccccc1NC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1-c1c(Cl)cccc1Cl,CHEMBL5840711,0.123
CHEMBL432892,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCC(C)(C)C)(C(=O)OCC(C)(C)C)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5840711,0.08
CHEMBL56957,C[C@H](Cc1ccc2c(c1)OC(C(=O)OC1CCCCC1)(C(=O)OC1CCCCC1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5840711,0.122
CHEMBL56989,CN(C)C(=O)C(CCN1CCC(Nc2nc3cccnc3n2Cc2ccccc2)CC1)(c1ccccc1)c1ccccc1,CHEMBL5840711,0.121
CHEMBL293994,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)c(F)c3)cs2)cc1,CHEMBL5840711,0.099
CHEMBL58798,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(-c3ccc(F)cc3)cs2)cc1,CHEMBL5840711,0.076
CHEMBL430594,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(Cc3ccc(F)cc3)cs2)cc1,CHEMBL5840711,0.083
CHEMBL59270,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(CCc3ccccc3)cs2)cc1,CHEMBL5840711,0.069
CHEMBL60881,CCc1cc(C(C)=O)c([O-])cc1OCCCOc1ccc(C(=O)c2cccc(C(=O)[O-])c2)cc1CCC(=O)[O-].[Na+].[Na+].[Na+],CHEMBL5840711,0.1
CHEMBL303759,C=CCCCCCCCOC(=O)N(CC(C)CC=C)CC(O)C(Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,CHEMBL5840711,0.078
CHEMBL303760,C=CCCCCCCCCOC(=O)N(CC(O)C(Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C(C)CC=C,CHEMBL5840711,0.078
CHEMBL300375,COCCOC(=O)N(Cc1ccccc1)C1CCCC(C(NS(=O)(=O)c2ccc(-c3ccc(OC)cc3)cc2)C(=O)O)C1,CHEMBL5840711,0.093
CHEMBL61164,CC1C/C=C\CCCCCCCCCOC(=O)N1CC(O)C(Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21,CHEMBL5840711,0.096
CHEMBL60728,CC1C/C=C/CCCCCCCCOC(=O)N(CC(O)C(Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C1,CHEMBL5840711,0.102
CHEMBL61376,C=CCCCCCCCCN(CC(O)C(Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C(=O)OCCC=C,CHEMBL5840711,0.073
CHEMBL28731,Nc1ncnc2c1ncn2OCCOCP(=O)(OCc1ccc(Br)cc1)OCc1ccc(Br)cc1,CHEMBL4863371,0.092
CHEMBL287101,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)c(F)cc2o1,CHEMBL4863371,0.103
CHEMBL283677,Cc1cccc2nc3cccc(C(=O)NCCN(C)CCCN(C)CCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12,CHEMBL4863371,0.078
CHEMBL287628,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5c(F)cccc54)CC3)ccc2o1,CHEMBL4863371,0.102
CHEMBL30910,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5cccc(F)c54)CC3)ccc2o1,CHEMBL4863371,0.102
CHEMBL282494,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccc(F)cc54)CC3)ccc2o1,CHEMBL4863371,0.095
CHEMBL283039,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5cc(F)ccc54)CC3)ccc2o1,CHEMBL4863371,0.095
CHEMBL286212,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)nn3C)[nH]c2n(CCC)c1=O,CHEMBL4863371,0.146
CHEMBL32229,CCCn1c(=O)c2nc(-c3cc(NC(=O)Cc4ccc(OCc5ccccc5C(F)(F)F)cc4)nn3C)[nH]c2n(CCC)c1=O,CHEMBL4863371,0.146
CHEMBL285264,COc1cc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cc(OC)cc(OC)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)cc(OC)c1,CHEMBL4863371,0.09
CHEMBL285948,COc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(OC)c(OC)c3)N(Cc3ccccc3)C(=O)N2Cc2ccccc2)cc1OC,CHEMBL4863371,0.088
CHEMBL36391,CCCC(OC(=O)C(Cc1ccc(N(CCCl)CCCl)cc1)NC=O)c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,CHEMBL4863371,0.113
CHEMBL287079,COC(=O)/C=C/C(=O)N[C@H](COC(=O)C(C)(Cc1c[nH]c2ccccc12)NC(=O)OC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2)c1ccccc1,CHEMBL4863371,0.092
CHEMBL42657,CC(C)N(C(=O)Oc1ccc(C[C@H](NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)C(C)C,CHEMBL4863371,0.133
CHEMBL51983,COC(=O)C(C)(C)c1nc2n(Cc3ccccc3F)c(C)c(-c3cccc(OC)c3)c(=O)n2c1CN(C)Cc1ccccc1O,CHEMBL4863371,0.121
CHEMBL301950,COc1ccc(C[n+]2ccc3c4c(cc(OC)c(OC)c42)C=CN3Cc2cc(OC)c(OC)c(OC)c2)cc1O.[Br-],CHEMBL4863371,0.132
CHEMBL297960,O=C(NCCCCN1CCc2ccc(OS(=O)(=O)C(F)(F)F)cc2C1)c1ccc(-c2ccc(N3CCCC3=O)cc2)cc1,CHEMBL4863371,0.096
CHEMBL279925,Cc1nnc(-c2ccc(-c3ccc(C(=O)NCCCCN4CCc5ccc(OS(=O)(=O)C(F)(F)F)cc5C4)cc3)cc2)o1,CHEMBL4863371,0.095
CHEMBL56511,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,CHEMBL4863371,0.124
CHEMBL55168,CO/C1=C\C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)CC(=O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,CHEMBL4863371,0.062
CHEMBL55556,CO/C1=C\C(C)=C\[C@@H](C)C(=O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,CHEMBL4863371,0.085
CHEMBL300126,CO/C1=C\C(C)=C\[C@@H](C)C(=O)[C@@H](C)C/C(C)=C/C=C/[C@H](OC)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)CC(=O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,CHEMBL4863371,0.063
CHEMBL56184,CCN(CC)CCCCNc1ncc2cc(-c3c(Cl)cccc3Cl)c(/N=C(\S)NCCCN3CCOCC3)nc2n1,CHEMBL4863371,0.114
CHEMBL292768,CCc1cc(C(C)=O)c([O-])cc1OCCCOc1ccc2c(=O)c3cc(C(=O)[O-])ccc3oc2c1CCC(=O)[O-].[Na+].[Na+].[Na+],CHEMBL4863371,0.105
CHEMBL294433,COC(=O)[C@H](CCSC)NC(=O)c1cccc(CN(Cc2ccc(C#N)cc2)Cc2cncn2Cc2ccc(C#N)cc2)c1,CHEMBL4863371,0.109
CHEMBL61785,CSCC[C@H](NC(=O)c1cccc(CN(Cc2ccc(C#N)cc2)Cc2cncn2Cc2ccc(C#N)cc2)c1)C(=O)O,CHEMBL4863371,0.095
CHEMBL60012,COc1ccc2nc(NCCCN3CCN(CCCNc4nc5ccc(OC)cc5n5cccc45)CC3)c3cccn3c2c1,CHEMBL4863371,0.103
CHEMBL293915,COc1ccc2c(c1)nc(NCCCN1CCN(CCCNc3nc4cc(OC)ccc4n4cccc34)CC1)c1cccn12,CHEMBL4863371,0.103
CHEMBL59728,CCCCOC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(CC)c2C(=O)OC)c([N+](=O)[O-])c1,CHEMBL4863371,0.114
CHEMBL63384,O=C([O-])c1ccccc1-c1c2cc([N+](=O)[O-])c(=O)c(Br)c-2oc2c(Br)c([O-])c([N+](=O)[O-])cc12.[Na+].[Na+],CHEMBL4863371,0.055
CHEMBL292955,CCCCc1nc(Cl)c(C(=O)NCC(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nn[nH]n3)c(Br)c2c1,CHEMBL4863371,0.121
CHEMBL292040,CCc1nc(C)c(C(=O)NC)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,CHEMBL4863371,0.127
CHEMBL62909,CCc1nc(C)c(C(N)=O)n1Cc1ccc2oc(-c3ccccc3NS(=O)(=O)C(F)(F)F)c(Br)c2c1,CHEMBL4863371,0.129
CHEMBL62327,CCCCc1nc(Cl)c(C(=O)N[C@H](C)C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nn[nH]n3)c(Br)c2c1,CHEMBL4863371,0.119
CHEMBL64158,CCCCc1nc(Cl)c(C(=O)N[C@@H](C)C(=O)O)n1Cc1ccc2oc(-c3ccccc3-c3nn[nH]n3)c(Br)c2c1,CHEMBL4863371,0.119
CHEMBL292291,CCNC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1,CHEMBL4863371,0.13
CHEMBL292773,C=CC(=O)Nc1ccc(-c2nc3n(Cc4c(F)cccc4F)cc(C(=O)OCC)c(=O)n3c2CN(C)Cc2ccccc2)cc1,CHEMBL4863371,0.129
CHEMBL62314,CCCc1cc(=O)n(CCNC(=O)C(c2ccccc2)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL4863371,0.095
CHEMBL65614,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)C4CC4)cc3)c(CN(C)Cc3ccccc3)n2c1=O,CHEMBL4863371,0.153
CHEMBL64920,CCOC(=O)c1cn(Cc2c(F)cccc2F)c2nc(-c3ccc(NC(=O)CC)cc3)c(CN(C)Cc3ccccc3)n2c1=O,CHEMBL4863371,0.132
CHEMBL65461,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(Cc3ccc(C(F)(F)F)cc3)n2)cc1,CHEMBL4863371,0.07
CHEMBL63760,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(-c3ccc(C(F)(F)F)cc3)n2)cc1,CHEMBL4863371,0.07
CHEMBL302893,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-n2ncc(-c3ccc(OC(F)(F)F)cc3)n2)cc1,CHEMBL4863371,0.084
CHEMBL63712,O=C(O)c1cn(C2CC2)c2cc(N3CCN(Cc4ccc(CN5CCN(c6ccccc6F)CC5)cc4)CC3)c(F)cc2c1=O,CHEMBL4863371,0.139
CHEMBL292986,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCCN1CC(=O)c1ccc2ccccc2c1)C(=O)OC(C)(C)C,CHEMBL4863371,0.153
CHEMBL67614,CN(Cc1cccc(Oc2ccccc2)c1)C(=O)[C@@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@H]1C(=O)N(C)Cc1cccc(Oc2ccccc2)c1,CHEMBL4863371,0.101
CHEMBL68005,CN(Cc1ccc(Oc2ccccc2)cc1)C(=O)[C@@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@H]1C(=O)N(C)Cc1ccc(Oc2ccccc2)cc1,CHEMBL4863371,0.093
CHEMBL69642,C[C@H]1CN(C2CCN(C(=O)c3c(N)cccc3Cl)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,CHEMBL4863371,0.109
CHEMBL66936,CCCCCCCCN1CC(=O)N(c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)C1=O,CHEMBL4863371,0.077
CHEMBL419805,COc1ccc(CN(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccc(OC(=O)c3ccccc3)cc2)C(=O)NC(C)(C)C)cc1,CHEMBL4863371,0.068
CHEMBL276790,CC1(CCn2c(Cn3c(=O)n(Cc4cc(I)c(O)c(I)c4)c4ccccc43)nc3ccccc32)N=N1,CHEMBL5829922,0.109
CHEMBL278203,CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCc3ccc4c(c3)OCO4)c2)CC1,CHEMBL5829922,0.079
CHEMBL22121,CCC(C1=C(O)OC(CC)(c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)CC1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1,CHEMBL5829922,0.11
CHEMBL22152,COc1ccc(CN(CCN(C)CCNC(=O)c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)c2ccccn2)cc1,CHEMBL5829922,0.121
CHEMBL283527,COc1ccc(CN(CCN(C)CCNC(=O)c2ccc(C(=O)O)c(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c2)c2ccccn2)cc1,CHEMBL5829922,0.12
CHEMBL281890,CCCCN(C(=O)c1ccc(OP(=O)([O-])[O-])cc1)c1ccc2ncn(Cc3ccc(-c4ccccc4-c4nnnn4C)cc3)c(=O)c2c1.[Na+].[Na+],CHEMBL5829922,0.124
CHEMBL30628,Cc1cccc2nc3cccc(C(=O)NCCCCN4CCN(CCCCNC(=O)c5cccc6nc7cccc(C)c7nc56)CC4)c3nc12,CHEMBL5829922,0.114
CHEMBL30968,CO[C@@H](CC(C)C)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)c1ccccc1,CHEMBL5829922,0.12
CHEMBL32684,COc1ccc(CCN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(OC)c(OCc3ccccc3)c(OC)c2)C(=O)C2CCN(C)CC2)cc1,CHEMBL5829922,0.13
CHEMBL33477,COc1cc(/C=C/C(=O)O[C@@H]2[C@H]3OC4(CCCCC4)O[C@@H]3[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@@H]3OC4(CCCCC4)O[C@H]23)ccc1O,CHEMBL5829922,0.12
CHEMBL35373,COc1cc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cc(OC)cc(OC)c3)N(Cc3cccc(C(C)=O)c3)C(=O)N2Cc2cccc(C(C)=O)c2)cc(OC)c1,CHEMBL5829922,0.095
CHEMBL264854,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCC(C)C)nnc12,CHEMBL5829922,0.134
CHEMBL295844,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)N4C3)cc(-c3ccccc3)nc2c1,CHEMBL5829922,0.13
CHEMBL298149,NCCCCCOC[C@@H]1O[C@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2c[nH]cn2)C(OCc2ccccc2)[C@H]1OCCc1cccnc1,CHEMBL5829922,0.097
CHEMBL54832,NCCCCCOC[C@H]1O[C@@H](OCCc2c[nH]c3ccccc23)[C@H](OCc2cnc[nH]2)[C@@H](OCc2ccccc2)[C@@H]1OCc1cccnc1,CHEMBL5829922,0.092
CHEMBL436165,COC(=O)[C@@H]1C[C@](OC)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C(OC)=C/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@@H]2OC)O[C@H](C(C)C)[C@H]1C,CHEMBL5829922,0.076
CHEMBL301117,COC(=O)[C@@H]1[C@H](C)/C=C(C)/C=C(\OC)C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](C(=O)OC)[C@H](C)[C@@H](C(C)C)O2)[C@@H](OC)/C=C/C=C(\C)C[C@@H]1C,CHEMBL5829922,0.084
CHEMBL55422,COC(=O)[C@@H]1[C@H](C)/C=C(C)/C=C(\OC)C(=O)O[C@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](OC)[C@H](C)[C@@H](C(C)C)O2)[C@@H](OC)/C=C/C=C(\C)C[C@@H]1C,CHEMBL5829922,0.077
CHEMBL292098,CC(=O)OCc1ccccc1N(C)C(=O)OC[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1.[Cl-],CHEMBL5829922,0.167
CHEMBL293852,COCC(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C(/C)[C@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)N2CCCC[C@H]2C(=O)NCCCc2ccccc2)O1)OC,CHEMBL5829922,0.116
CHEMBL59655,O=S(=O)(O)c1cccc2ccc(OS(=O)(=O)c3cccc4c(S(=O)(=O)Oc5ccc6cccc(S(=O)(=O)O)c6c5)cccc34)cc12,CHEMBL5829922,0.086
CHEMBL68420,CCOP(=O)(OCC)N1CCN=C1N/N=C/c1c2ccccc2c(/C=N/NC2=NCCN2P(=O)(OCC)OCC)c2ccccc12,CHEMBL5829922,0.132
CHEMBL306303,Cc1c2ccnc(C(=O)NCCN(C)C)c2cc2c3cc(OC(=O)CCC(NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)ccc3n(C)c12,CHEMBL5829922,0.12
CHEMBL70895,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(C2CCNCC2)nc1OCCOC(=O)Nc1ccccn1,CHEMBL5829922,0.116
CHEMBL308943,CCCc1nc(CN(CC(=O)O)C(=O)C(c2ccccc2)c2ccccc2)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5829922,0.126
CHEMBL70339,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(N2CCOCC2)nc1OCCOC(=O)Nc1ccccn1,CHEMBL5829922,0.111
CHEMBL70203,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCOC(=O)Nc1ccccn1,CHEMBL5829922,0.088
CHEMBL303156,CC(=O)[C@@H]1Cc2c(c(O)cc3c(=O)c4ccccc4oc23)[C@@H](OC2C[C@@H](NC(=O)C(F)(F)F)[C@@H](OC(=O)c3ccc([N+](=O)[O-])cc3)C(C)O2)C1,CHEMBL5829922,0.099
CHEMBL306120,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(NC(=O)C56CCC(C)(C(=O)O5)C6(C)C)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL5829922,0.101
CHEMBL77971,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccc(OCc3ccccn3)cc2c(=O)n1-c1ccc(N)cc1.O=S(=O)(O)O,CHEMBL5829922,0.135
CHEMBL306098,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)N3CCOCC3)C(C)C)nnc12,CHEMBL5829922,0.123
CHEMBL76697,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN(C)C)C(C)C)nnc12,CHEMBL5829922,0.123
CHEMBL259843,CCCc1nc2ccc(NC(=O)N3CCOCC3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,CHEMBL5829922,0.16
CHEMBL73876,CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC2CC2)cc1F,CHEMBL5829922,0.179
CHEMBL263191,CCCc1nc2ccc(NC(=O)NC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)COCC(C)C)cc1F,CHEMBL5829922,0.137
CHEMBL311386,CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)COCC(C)C)cc1F,CHEMBL5829922,0.153
CHEMBL17487,CCc1nc2ccc(NC(=O)N3CCOCC3)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,CHEMBL5829922,0.17
CHEMBL432158,CCCCc1nc(SC)c(C(=O)NS(=O)(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NCCC)cc1,CHEMBL5829922,0.103
CHEMBL83166,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C(=O)N2CCOCC2)c2ccc(NC(=O)OC3CCCC3)cc12,CHEMBL5829922,0.123
CHEMBL79479,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C(=O)NCCN(C)C)c2ccc(NC(=O)OC3CCCC3)cc12,CHEMBL5829922,0.129
CHEMBL84481,Cc1cc(C)c(S(=O)(=O)Oc2ccc3cccc(S(=O)(=O)O)c3c2)c(C)c1S(=O)(=O)Oc1ccc2cccc(S(=O)(=O)O)c2c1,CHEMBL5829922,0.091
CHEMBL313944,COc1cc(OC)cc(N2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,CHEMBL5829922,0.105
CHEMBL315528,COc1ncc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,CHEMBL5829922,0.156
CHEMBL89750,Cn1cc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,CHEMBL5829922,0.148
CHEMBL329158,Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,CHEMBL5829922,0.148
CHEMBL313330,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)C3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,CHEMBL5829922,0.075
CHEMBL407553,CCN(CCO)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5829922,0.159
CHEMBL84700,CC(C)C[C@@H]1OC(=O)C(C)(C)CNC(=O)[C@@H](Cc2ccc(N(C)C)c(Cl)c2)NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]2O[C@@H]2c2ccccc2)OC1=O,CHEMBL5829922,0.089
CHEMBL91046,CCCCc1nc(SC)c(C(=O)CS(C)(=O)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)NCc2ccccc2)cc1,CHEMBL5829922,0.117
CHEMBL89111,C=C(C)C12OC3(c4ccccc4)OC1[C@@H]1[C@@H]4O[C@@]45COC(C)(C)O[C@H]5[C@]4(O)C(=O)C=C[C@@]4(C)C1(O3)[C@H](C)[C@H]2OC(=O)/C=C/C=C/CCCCC,CHEMBL5829922,0.084
CHEMBL266142,CC[C@H]1OC(=O)CC(O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CCN2CCCCC2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,CHEMBL5276699,0.1
CHEMBL13217,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](SCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C,CHEMBL5276699,0.094
CHEMBL275969,Cc1cc(S[C@@H]2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)[C@H](C(=O)NC(C)(C)C)C2)nc(C)n1,CHEMBL5276699,0.107
CHEMBL13011,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](SCc2cccnc2)C[C@H]1C(=O)NC(C)(C)C,CHEMBL5276699,0.1
CHEMBL275878,CCNc1cccnc1N1CCN(CC(=O)[C@H]2[C@H](C)CC3C4CCC5=CC(=O)C=C[C@]5(C)C4=CC[C@@]32C)CC1.O=C(O)/C=C/C(=O)O,CHEMBL5276699,0.126
CHEMBL17706,CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCc3ccccc3)c2)CC1,CHEMBL5276699,0.078
CHEMBL18070,CN1CCN(CCC(=O)Nc2cc(Br)ccc2Sc2cccc(NC(=O)CCCC(=O)NCc3ccccn3)c2)CC1,CHEMBL5276699,0.09
CHEMBL17976,C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Cc1ccc(O)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,CHEMBL5276699,0.119
