molecule_chembl_id,smiles,matched_to_active,tanimoto_similarity
CHEMBL74100,COc1cc(Cn2c(-c3ccc(OCCN4CCCC4)cc3)nc3cc(O)ccc32)ccc1Cn1cccn1,CHEMBL5985025,0.15
CHEMBL305626,COc1cc(Cn2c(-c3ccc(OCCN4CCCC4)cc3)nc3cc(CN)ccc32)ccc1CN1CCCC1,CHEMBL5985025,0.142
CHEMBL80151,COc1cc(Cn2c(-c3ccc(OCCN4CCCC4)cc3)nc3cc(CO)ccc32)ccc1CN1CCCC1,CHEMBL5985025,0.142
CHEMBL77739,COc1cc(Cn2c(-c3ccc(OCCN4CCCC4)cc3)nc3cc(O)ccc32)ccc1Cn1ccnc1,CHEMBL5985025,0.131
CHEMBL77573,COc1ccc(CCN(CCCN2C=Cc3cc(OC)c(OC)cc3CC2=O)Cc2ccccc2)cc1OC,CHEMBL5985025,0.106
CHEMBL78180,CCCCc1nc2cccc(C(=O)OCCN(C)C)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5985025,0.131
CHEMBL78038,CCCCCCCCCCCCn1nnc(C(C(=O)Nc2c(OC)ncnc2OC)c2ccccc2)n1,CHEMBL5985025,0.098
CHEMBL77308,CCCCc1nc(SC)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)CCC)cc1,CHEMBL5985025,0.121
CHEMBL77948,CCO/C(O)=C1\C(COCC(C)(O)Cc2ccccn2)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL5985025,0.124
CHEMBL310683,CCC(=O)O[C@@H]1c2c(cc(OC)c3c(=O)c4cc5ccccc5cc4n(C)c23)OC(C)(C)[C@@H]1OC(=O)CC,CHEMBL5985025,0.121
CHEMBL430817,CCO/C(O)=C1\C(COCc2nnc(C)s2)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL5985025,0.121
CHEMBL305825,Cc1ccnc(N2CCN(CCC3Cn4c(-c5cc(C)c(O)c(C)c5)c(C)c5cc(O)cc(c54)O3)CC2)c1,CHEMBL5985025,0.121
CHEMBL80393,CCO/C(O)=C1\C(COCC(C)(O)c2ccco2)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,CHEMBL5985025,0.107
CHEMBL311536,COc1cc2c(c3c1c(=O)c1cc4ccccc4cc1n3C)[C@@H](O)[C@@H](OC(=O)c1ccccc1)C(C)(C)O2,CHEMBL5985025,0.14
CHEMBL312034,N#Cc1ccc2cc1Oc1cccc(c1)C(c1cccc(Cl)c1)N1CCC(NCc3cncn3C2)C1=O,CHEMBL5985025,0.113
CHEMBL80362,COc1ccc2c(O)c(C(c3cccc(NS(=O)(=O)c4cccc5cccnc45)c3)C3CC3)c(=O)oc2c1,CHEMBL5985025,0.122
CHEMBL312178,CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)c(=O)o1,CHEMBL5985025,0.112
CHEMBL79090,COc1ccc(Br)c2c(C(=O)N[C@@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,CHEMBL5985025,0.117
CHEMBL263555,CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CHEMBL5985025,0.162
CHEMBL78887,Cn1cnc(S(=O)(=O)Nc2cccc(C(c3c(O)cc(C(CC4CC4)CC4CC4)oc3=O)C3CC3)c2)c1,CHEMBL5985025,0.107
CHEMBL78859,CCCc1c(OCCCOc2cc(O)c(C(=O)/C=C/N(C)C)cc2CC)ccc2c1OC(C(=O)O)CC2,CHEMBL5985025,0.098
CHEMBL312658,NCCCN1C(=O)C(CCN)N=C(c2ccccc2)c2cc(N(Cc3ccccc3)Cc3ccccc3)ccc21,CHEMBL5985025,0.11
CHEMBL310300,NCCCN1C(=O)C(CN)N=C(c2ccccc2)c2cc(N(Cc3ccccc3)Cc3ccccc3)ccc21,CHEMBL5985025,0.11
CHEMBL420398,O=C(O)CCC/C=C\C[C@@H]1[C@H]2CC[C@H](C2)[C@H]1NS(=O)(=O)c1ccc2oc3cc([N+](=O)[O-])ccc3c2c1,CHEMBL5985025,0.072
CHEMBL79835,COc1cc(C(=O)NS(=O)(=O)c2cccs2)ccc1Cn1ccc2ccc(NC(=O)CC3CCCC3)cc21,CHEMBL5985025,0.111
CHEMBL312707,COc1cc2c(cc1S(=O)(=O)N[C@@H]1[C@@H]3CC[C@@H](C3)[C@H]1CC(=O)CCCCC(=O)O)oc1ccccc12,CHEMBL5985025,0.11
CHEMBL310884,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(NC(=O)CC3CCCC3)cc21,CHEMBL5985025,0.124
CHEMBL309954,CCCCc1nc(Cl)c(COC)n1Cc1ccc(N2C(=O)C3(C)CC(C)(C(=O)O)CC(C)(C3)C2=O)cc1,CHEMBL5985025,0.123
CHEMBL312578,CCCCOC(=O)Nc1ccc2cnn(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3OC)c2c1,CHEMBL5985025,0.105
CHEMBL81642,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(NC(=O)OC3CCCC3)cc21,CHEMBL5985025,0.124
CHEMBL79707,CCCCC(CC)C(=O)Nc1ccc2ccn(Cc3ccc(C(=O)NS(=O)(=O)C(C)C)cc3OC)c2c1,CHEMBL5985025,0.071
CHEMBL80365,Cc1oc(-c2ccncc2)nc1CCOc1ccc(/C=C(\CC(=O)N2C[C@H]3CCCC[C@H]3C2)C(=O)O)cc1,CHEMBL5985025,0.137
CHEMBL432931,CC(C)N1CCN(CC(=O)N[C@H]2CC[C@H](CNc3nc4c(s3)CCCc3ccc(F)cc3-4)CC2)CC1,CHEMBL5985025,0.143
CHEMBL309540,COC(=O)[C@@H]1C(/C=N/Nc2ccccc2)=Cc2cc3c(cc2[C@H]1c1cc(OC)c(OC)c(OC)c1)OCO3,CHEMBL5985025,0.112
CHEMBL315485,COc1ccc(CCNCc2cccc(COc3nn4c(C(F)(F)F)nnc4c4ccccc34)n2)cc1,CHEMBL5985025,0.132
CHEMBL81965,C[C@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(OC(=O)CCCCl)C(=O)CCl,CHEMBL5985025,0.118
CHEMBL312773,O=C(O)c1cc(=O)c2cc(OCCCN3CCC(C(O)(c4ccccc4)c4ccccc4)CC3)ccc2o1,CHEMBL5985025,0.127
CHEMBL311873,COc1cccc(CCNCc2cccc(COc3nn4c(C(F)(F)F)nnc4c4ccccc34)n2)c1,CHEMBL5985025,0.129
CHEMBL309390,COc1ccccc1CCNCc1cccc(COc2nn3c(C(F)(F)F)nnc3c3ccccc23)n1,CHEMBL5985025,0.133
CHEMBL79342,CC(C)(Cc1ccccc1)NCc1cccc(COc2nn3c(C(F)(F)F)nnc3c3ccccc23)n1,CHEMBL5985025,0.147
CHEMBL83794,CO[C@H]1O[C@]2(C)CC[C@H]3CCC[C@@H](CCOS(=O)(=O)c4cccc5c(N(C)C)cccc45)[C@]31OO2,CHEMBL5985025,0.128
CHEMBL311728,O=C(O)c1cc(=O)c2ccc(OCCCN3CCC(C(O)(c4ccccc4)c4ccccc4)CC3)cc2o1,CHEMBL5888364,0.127
CHEMBL80117,OC(COc1cccc2ncccc12)CN1CCN(C2c3ccccc3C3C(c4ccccc42)C3(F)F)CC1,CHEMBL5888364,0.192
CHEMBL309619,CN(C(=O)OCc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5888364,0.126
CHEMBL431009,CCCCN(C(=O)OC)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5888364,0.123
CHEMBL79315,COC(=O)N(Cc1ccccc1)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5888364,0.135
CHEMBL79930,CCN(C(=O)OC(C)(C)C)C1CCN(CC[C@H](CN(C)S(=O)(=O)c2ccccc2)c2ccccc2)CC1,CHEMBL5888364,0.135
CHEMBL84307,COc1cc(C(C2=C(O)C(=O)c3ccccc3C2=O)C2=C(O)C(=O)c3ccccc3C2=O)cc(OC)c1OC,CHEMBL5888364,0.132
CHEMBL312587,CCOc1ccc(C(C2=C(O)C(=O)c3ccccc3C2=O)C2=C(O)C(=O)c3ccccc3C2=O)cc1OC,CHEMBL5888364,0.124
CHEMBL312385,COc1cc2c(Nc3cc(OC)c(OC)c(OC)c3)c(C#N)cnc2cc1OCCCN1CCCCC1,CHEMBL5888364,0.148
CHEMBL82574,C=CCNc1nc(NCC=C)nc(N2CCC(N(C)CC3c4ccccc4CCc4ccccc43)CC2)n1,CHEMBL5888364,0.188
CHEMBL310367,C=CCNc1nc(NCC=C)nc(N2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,CHEMBL5888364,0.149
CHEMBL84215,N=C(c1ccc(Cl)cc1)N(N)S(=O)(=O)c1cc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)c(Cl)c1,CHEMBL5888364,0.035
CHEMBL83953,N=C(c1ccccn1)N(N)S(=O)(=O)c1cc(Cl)c(Oc2ccc([N+](=O)[O-])cc2Cl)c(Cl)c1,CHEMBL5888364,0.069
CHEMBL419492,N=C(c1cccnc1)N(N)S(=O)(=O)c1cc(Cl)c(Oc2ccc([N+](=O)[O-])cc2Cl)c(Cl)c1,CHEMBL5888364,0.059
CHEMBL84881,CN(C)Cc1n[nH]nc1CN1CCOC2(CCC(c3ccccc3C(F)(F)F)CO2)C1c1ccc(F)cc1,CHEMBL5888364,0.184
CHEMBL86067,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2C(=O)NS(=O)(=O)c2ccccc2)cc1,CHEMBL5888364,0.125
CHEMBL82956,CCCCCCCNC(=O)CCCn1cc(Cc2cncnc2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5888364,0.1
CHEMBL421165,CCCCCCCCNC(=O)CCCn1cc(Cc2cncnc2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5888364,0.1
CHEMBL442377,COc1cc(OC)c(C(=O)N[C@H](C)C(=O)S[C@H](Cc2ccc(-c3ccccc3)cc2)C(=O)O)c(OC)c1,CHEMBL5888364,0.073
CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL5888364,0.12
CHEMBL87268,CCCCCCCN(C)C(=O)CCCn1cc(Cc2cncnc2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5888364,0.099
CHEMBL87375,CCCCCCCCN(C)C(=O)Cn1cc(Cc2cncnc2)c(=O)nc1SCc1ccc(F)cc1,CHEMBL5888364,0.102
CHEMBL85600,COCCn1cc(Cc2cncnc2)c(=O)nc1SCCCCCCCC(=O)c1ccc(Cl)cc1,CHEMBL5888364,0.092
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL5888364,0.107
CHEMBL315280,O=C(O)COc1ccccc1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEMBL5888364,0.104
CHEMBL312913,CCCCCc1nn(-c2ccccc2[N+](=O)[O-])c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5888364,0.109
CHEMBL85659,CCCCc1nn(-c2ccccc2Cl)c(=O)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,CHEMBL5888364,0.088
CHEMBL87513,CCCCc1nn(-c2ccccc2Br)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5888364,0.114
CHEMBL316187,COc1cc(Cn2nc(-c3ccccc3)c(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)cc(OC)c1,CHEMBL5888364,0.105
CHEMBL312982,O=C(c1ccc(F)cc1)C1CCN(CCN2C(=O)OCc3cc(CCCCN4CCOCC4)ccc32)CC1,CHEMBL5888364,0.093
CHEMBL314973,O=C(O)COC1CCCCC1Cn1nc(-c2ccccc2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEMBL5888364,0.128
CHEMBL87354,CCCCc1nn(COc2ccc(Cl)cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5888364,0.13
CHEMBL87801,O=C(O)COc1ccccc1Cn1nc(-c2cccs2)c(Cc2cc3c(cc2Cl)OCO3)c1C(=O)O,CHEMBL5888364,0.099
CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],CHEMBL5888364,0.105
CHEMBL433345,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)sc3cc(CCCCN4CCOCC4)ccc32)CC1,CHEMBL5888364,0.103
CHEMBL315219,CCCCc1nc(Cl)c2n1[C@H](c1ccc(-c3ccccc3-c3nn[nH]n3)cc1)CC[C@@H]2N1C(=O)CCC1=O,CHEMBL5888364,0.138
CHEMBL84846,Cc1nc(CN2CCOCC2)cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)n1,CHEMBL5888364,0.097
CHEMBL423312,Cc1cc(Nc2nc3ccc(C(=O)Nc4c(C)cccc4Cl)cc3s2)nc(CN2CCOCC2)n1,CHEMBL5888364,0.097
CHEMBL328702,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1COc1cccc(NC(=O)OC2CCCC2)c1,CHEMBL5888364,0.13
CHEMBL88125,CCOc1cc2c3cc(OC)c(OC)cc3c(C)[n+](C)c2c2cc(OC)c(OC)cc12.[I-],CHEMBL5888364,0.075
CHEMBL328492,CCCc1c(OCCCOc2ccc(C(=O)NC)c(OC)c2CC2CC2)ccc2c1OC(CCC(=O)O)CC2,CHEMBL5888364,0.089
CHEMBL328229,O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCO[C@H](CNCc1ccccc1)CCn1cc2c2ccccc21,CHEMBL5888364,0.163
CHEMBL91022,CO/C(O)=C1\C(C)=NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,CHEMBL5888364,0.137
CHEMBL315331,O=C1O/C(=C\Cn2cnc3c(-n4cccc4)ncnc32)C(OCc2ccccc2)=C1OCc1ccccc1,CHEMBL5888364,0.112
CHEMBL90813,CC1CCN(CCC(=O)Nc2ccc3c(c2)C(=O)c2cc(NC(=O)CCN4CCC(C)CC4)ccc2-3)CC1,CHEMBL5888364,0.135
CHEMBL88257,CC1CCCCN1CCC(=O)Nc1ccc2c(c1)C(=O)c1cc(NC(=O)CCN3CCCCC3C)ccc1-2,CHEMBL5888364,0.144
CHEMBL91989,CN(C)C(=O)c1cnc2ccccc2c1NCCCN1CCN(c2ccccc2OCC(F)(F)F)CC1,CHEMBL5888364,0.158
CHEMBL327342,CCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1ncccc1NS(=O)(=O)C(F)(F)F,CHEMBL5888364,0.121
CHEMBL90380,O=C(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL5888364,0.124
CHEMBL91580,C[C@@H]1CC[C@H]2[C@@H](C)[C@](OCc3ccc(C(=O)[O-])cc3)(C(F)(F)F)OC3O[C@]4(C)CC[C@@H]1[C@]32OO4.[Na+],CHEMBL5888364,0.121
CHEMBL26081,Fc1ccc(CCN2CCN(c3ncnc4c5cnccc5n(Cc5ccccc5)c34)CC2)cc1F,CHEMBL5768450,0.178
CHEMBL283620,COc1ccc2c(c1)CC[C@@H](CN1CCN(CCOC(c3ccccc3)c3ccccc3)CC1)[C@@H]2O,CHEMBL5768450,0.123
CHEMBL28505,COc1ccc2c(c1)CC[C@@H](CN1CCN(CCOC(c3ccccc3)c3ccccc3)CC1)[C@H]2O,CHEMBL5768450,0.123
CHEMBL30451,CC(C)CN1C[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)[C@@]34C(=O)O)OC[C@H]1C,CHEMBL5768450,0.117
CHEMBL33860,COc1ccc(CCCOC(=O)C2CCCCN2C(=O)NC23CC4CC(CC(C4)C2)C3)c(OC)c1,CHEMBL5768450,0.124
CHEMBL440799,COc1ccc(CCCOC(=O)C2CCCCN2C(=O)NC23CC4CC(CC(C4)C2)C3)cc1OC,CHEMBL5768450,0.126
CHEMBL284620,CCCc1c2nc(C(=O)[O-])cc(C(F)(F)C(F)(F)F)c2cc2c(=O)cc(C(=O)[O-])oc12.[Na+].[Na+],CHEMBL5768450,0.083
CHEMBL35948,COC(=O)c1c(C(F)(F)F)[nH]c2c1[C@@]13C[C@@H]1CN(C(=O)c1cc4cc(OC)ccc4[nH]1)C3=CC2=O,CHEMBL5768450,0.126
CHEMBL36896,O=C([O-])c1c(Cc2ccccc2)c(=O)c2ccccc2n1Cc1cc2c(cc1Cl)OCO2.[K+],CHEMBL5768450,0.081
CHEMBL37006,COC(=O)[C@@H]1CSCc2c(O)cc(OC)c(C)c2C(=O)OCCCCCCCC/C(S)=N/1,CHEMBL5768450,0.096
CHEMBL39380,COC(=O)CC(O)CP(=O)([O-])CCc1c(Cl)cc(Cl)cc1OCc1ccccc1.[Na+],CHEMBL5768450,0.08
CHEMBL39858,CCCCCCC[C@H]1OC(=O)C[C@@H](OCOC)[C@H](Cc2ccccc2)N(C)C(=O)COC(=O)[C@H]1C,CHEMBL5768450,0.087
CHEMBL290440,CCOc1ccc(Cc2nc3cc(NC(=O)CBr)ccc3n2CCN(CC)CC)cc1,CHEMBL5768450,0.098
CHEMBL38404,CCOC(=O)CN1C(=O)C(NC(=O)Nc2ccc(Cl)cc2)N=C(c2ccccc2)c2ccccc21,CHEMBL5768450,0.126
CHEMBL40668,CCOC(=O)CN1C(=O)C(NC(=O)c2ccc(Cl)cc2)N=C(c2ccccc2F)c2ccccc21,CHEMBL5768450,0.168
CHEMBL291154,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5cccc(Cl)c54)c3=O)C[C@@H]21,CHEMBL5768450,0.139
CHEMBL41396,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5c(Cl)cccc54)c3=O)C[C@@H]21,CHEMBL5768450,0.161
CHEMBL41444,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(sc5ccc(Cl)cc54)c3=O)C[C@@H]21,CHEMBL5768450,0.147
CHEMBL43745,COC(=O)CCc1cc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc(CCc2cccnc2)c1,CHEMBL5768450,0.083
CHEMBL44042,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccccc3C#N)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1,CHEMBL5768450,0.143
CHEMBL43539,CN(C)c1cccc2c(S(=O)(=O)Oc3cccc4c3C(=O)C=C(NCCCl)C4=O)cccc12,CHEMBL5768450,0.102
CHEMBL42620,CC(C)(C)OC(=O)NC1CCN(CC(=O)NC2CCc3cc(F)ccc3C2Cc2cccnc2)CC1,CHEMBL5768450,0.164
CHEMBL44645,COC(OC)[C@]1(C)Oc2ccc([N+](=O)[O-])cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O,CHEMBL5768450,0.109
CHEMBL43658,COC(OC)[C@@]1(C)Oc2ccc([N+](=O)[O-])cc2[C@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@H]1O,CHEMBL5768450,0.109
CHEMBL431147,COC(OC)[C@@]1(C)Oc2ccc([N+](=O)[O-])cc2[C@@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@@H]1O,CHEMBL5768450,0.109
CHEMBL44169,COCC(COC)n1nnc2c(Nc3c(C)cc(C)cc3Cl)nc(C)cc21.CS(=O)(=O)O,CHEMBL5768450,0.091
CHEMBL298323,COC(OC)[C@]1(C)Oc2ccc([N+](=O)[O-])cc2[C@@H](N(Cc2ncc[nH]2)c2ccc(Cl)cc2)[C@@H]1O,CHEMBL5768450,0.109
CHEMBL297000,COC(=O)c1c(C(F)(F)F)[nH]c2c1C13CC1CN(C(=O)c1cc4cc(OC)ccc4[nH]1)C3=CC2=O,CHEMBL5768450,0.126
CHEMBL44577,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,CHEMBL5768450,0.133
CHEMBL43770,COc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(Cc2ccc(F)cc2)cn3CCC(=O)O)cc1,CHEMBL5768450,0.096
CHEMBL45656,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2C[C@@H]4OC[C@H](C)[C@@H]4[C@@H](C)O2)C13C(=O)O,CHEMBL5768450,0.098
CHEMBL296692,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2C[C@@H]4OC[C@@H](C)[C@@H]4[C@@H](C)O2)C13C(=O)O,CHEMBL5768450,0.098
CHEMBL417181,COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc(Cl)c(C(F)(F)F)c4)CC3)OC2=O)cc1,CHEMBL5768450,0.134
CHEMBL47706,Cc1noc(NS(=O)(=O)c2ccsc2C(=O)Cc2ccc3c(c2)OCO3)c1Br,CHEMBL5768450,0.069
CHEMBL45623,CC(C)c1ccc2c(CCCC(=O)NS(=O)(=O)c3ccccc3)cc(S(=O)(=O)[O-])c-2cc1.[Na+],CHEMBL5768450,0.064
CHEMBL439303,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2C[C@H]4[C@H](OC[C@H]4C)[C@@H](C)O2)C13C(=O)O,CHEMBL5768450,0.098
CHEMBL430956,CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2C[C@H]4[C@H](OC[C@@H]4C)[C@@H](C)O2)C13C(=O)O,CHEMBL5768450,0.098
CHEMBL46785,CN1CCN([C@H]2CC[C@H](n3nc(-c4ccc(Nc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1,CHEMBL5768450,0.123
CHEMBL49224,O=C(Cn1c2c(c(=O)n3nc(-c4ccccc4)cc13)CN(C1CCCCC1)C2=O)c1ccc(F)cc1,CHEMBL5768450,0.134
CHEMBL47500,CCCCCCN1C(=O)[C@H](Cc2ccc(-c3cc(OC)c(OC)c(OC)c3)cc2)N(C)C(=O)[C@@H]1C,CHEMBL5768450,0.094
CHEMBL295909,CSc1nnc([C@@H]2C[C@@H](S)CN2S(=O)(=O)c2ccc3ccccc3c2)n1-c1ccccc1,CHEMBL5768450,0.101
CHEMBL298686,CCCCCCCN1CC(=O)N(C)[C@@H](Cc2ccc(-c3cc(OC)c(OC)c(OC)c3)cc2)C1=O,CHEMBL5768450,0.114
CHEMBL300854,CCn1c(/C=C/C=C2/N(C)c3ccccc3C2(C)C)[n+](CCCO)c2nc3ccccc3nc21.[Cl-],CHEMBL5768450,0.125
CHEMBL301971,COc1ccc(C/C(C(=O)c2ccc(OC)cc2)=C(/C(=O)[O-])c2ccc3nsnc3c2)cc1.[Na+],CHEMBL5768450,0.066
CHEMBL431160,COc1ccc(C(=O)/C(Cc2ccccc2OC)=C(\C(=O)[O-])c2ccc3nsnc3c2)cc1.[Na+],CHEMBL5768450,0.072
CHEMBL51890,COc1ccc(C(=O)/C(Cc2cccc(OC)c2)=C(\C(=O)[O-])c2ccc3nsnc3c2)cc1.[Na+],CHEMBL5768450,0.083
CHEMBL50188,CCCN(CCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1.O=C(O)C(=O)O,CHEMBL5768450,0.121
CHEMBL48925,CCCN(CCCCNC(=O)c1ccccc1OC)C1COc2cccc(OC)c2C1.O=C(O)C(=O)O,CHEMBL5768450,0.086
CHEMBL299516,NS(=O)(=O)c1ccccc1-c1ccc(NC(=O)C2CC(c3cccc(Br)c3)=NO2)cc1,CHEMBL5768450,0.11
CHEMBL51717,NC(=O)N1C(=O)/C(=C(\OC(=O)c2cccc(C(=O)O)c2)c2cccs2)c2cc(F)c(Cl)cc21,CHEMBL5768450,0.117
CHEMBL6982,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)C2CCCCC2)c1,CHEMBL5938991,0.173
CHEMBL7048,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2-c2ccccc2)c1,CHEMBL5938991,0.117
CHEMBL10016,COc1cc2c(-c3ccc4c(c3)OCO4)c(C(=O)O)n(Cc3ccc4c(c3)OCO4)c2cc1OCc1ccccc1,CHEMBL5938991,0.117
CHEMBL417606,CSCC[C@H](NC(=O)c1ccc(COCc2ccc(-c3ccc(C=O)cc3)o2)cc1-c1ccccc1C)C(=O)[O-].[Li+],CHEMBL5938991,0.09
CHEMBL12590,CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(F)c1)C(=O)CCCC2,CHEMBL5938991,0.133
CHEMBL274466,CCCCc1nc2ccc(C(OC)c3ccccc3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CHEMBL5938991,0.127
CHEMBL15492,CCCCCCCCCCS(=O)(=O)NC(CCCCCC)COS(=O)(=O)CCCOCc1ccccc1,CHEMBL5938991,0.088
CHEMBL16039,O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)c1)C1CC1)CCCCCC2,CHEMBL5938991,0.104
CHEMBL278776,O=C(O)CCC/C=C\C[C@H]1/C(=N/OC(c2ccccc2)c2ccccc2)CC[C@@H]1NS(=O)(=O)c1ccc(F)cc1,CHEMBL5938991,0.105
CHEMBL20343,Cc1nnc2n1-c1sc(C#CCN3C(=O)CCc4cc(Cl)cc(Cl)c43)cc1C(c1ccccc1Cl)=NC2,CHEMBL5938991,0.128
CHEMBL23650,O=C1CN2CCc3cncn3Cc3ccc(CCCCC(F)(F)F)c(c3)Oc3ccc4cccc(c4c3)N1CC2,CHEMBL5938991,0.131
CHEMBL284764,O=C(O)c1ccccc1-c1ccc(-c2nc3ccccc3c(=O)n2Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)cc1,CHEMBL5938991,0.13
CHEMBL282491,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2ccccc2-c2ccccc2C(=O)O)cc1,CHEMBL5938991,0.128
CHEMBL25745,Cc1ccc2cccc(OCc3c(C)ccc(N(C)C(=O)Cc4ccc(C(=O)c5ccc(C#N)cc5)n4C)c3C)c2n1,CHEMBL5938991,0.124
CHEMBL29502,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C(=O)C(C)(C)C)C(C)C)c1C,CHEMBL5938991,0.093
CHEMBL29652,Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC2CCCCC2)c1C,CHEMBL5938991,0.131
CHEMBL283877,CCCCCCCCCCCCCCCCOCC(CCS(=O)(=O)CCC[N+](C)(C)C)OC(C)=O.[Cl-],CHEMBL5938991,0.045
