mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.500035285949707,0.10005908897247909,0.006256484985351562,0.002382092112598902,0.3,0.03,4,300,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",-0.635976171469919,-0.3893896116003099,-0.26071262239330006,-0.28674048976497,-0.6059826693874295,-0.43576031292318573,0.1575188142724376,11,-0.04223405281857463,-0.0541861226529112,-0.05579194363143903,-0.0525776917147587,-0.05299443901160982,-0.05155684996585867,0.004793170558394259
0.42380595207214355,0.06623894072966083,0.004854154586791992,0.00026379993455973114,0.3,0.03,4,300,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 300, 'subsample': 1.0}",-0.6012049078152469,-0.38242294437831387,-0.28240061905296426,-0.27826126484573,-0.6122203923458517,-0.4313020256876213,0.14804101642182957,6,-0.05203871750318745,-0.0632191640319558,-0.06737806233515116,-0.06387816240990267,-0.05919111843403625,-0.06114104494284667,0.005241476035191352
1.009336233139038,0.020937471457189407,0.007607412338256836,0.0015258709817918996,0.3,0.03,4,800,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 800, 'subsample': 0.6}",-0.6619600180256803,-0.3713446163200099,-0.3256532139072086,-0.2800639224531959,-0.559712179011026,-0.43974678994342414,0.14626362017119574,18,-0.011519363873932448,-0.016218608028185758,-0.015647685422489434,-0.013314151591578711,-0.015961671570152703,-0.01453229609726781,0.0018271558300710195
1.0441867351531982,0.07289198507428757,0.008565568923950195,0.003038995456552909,0.3,0.03,4,800,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 800, 'subsample': 0.8}",-0.6595895471656584,-0.4090873897885925,-0.2911283095374987,-0.2811156539980385,-0.5780368853529364,-0.44379155716854496,0.15202925804545855,32,-0.010833928525851936,-0.015363077108134513,-0.014258241928984186,-0.011811783653018252,-0.014426942543080431,-0.013338794751813862,0.001716582971555153
1.008220911026001,0.09875510053602263,0.008343648910522462,0.0013960844995348659,0.3,0.03,4,800,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 800, 'subsample': 1.0}",-0.6358800330510264,-0.39183979673949215,-0.30114060349505195,-0.27145093451616553,-0.6208891922233275,-0.4442401120050127,0.15556999653756476,35,-0.0158393395229876,-0.01811231509210037,-0.018419265175416664,-0.016261655106673864,-0.019875397191253825,-0.017701594417686463,0.0014799040373950285
2.6762553691864013,0.13535557104276175,0.014218282699584962,0.002157834044945142,0.3,0.03,4,2000,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 2000, 'subsample': 0.6}",-0.6818279330354795,-0.3790465749510543,-0.3368510577297809,-0.28733945760563095,-0.5692660182714024,-0.4508662083186696,0.1498401453420522,64,-0.005314037842812838,-0.007780199520784614,-0.00714372679923474,-0.0040585956979417295,-0.006014350111098749,-0.006062181994374535,0.0013189153872632854
2.616957998275757,0.1298819532709072,0.01253199577331543,0.000532629090751972,0.3,0.03,4,2000,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 2000, 'subsample': 0.8}",-0.6775509318212515,-0.41000296959039195,-0.2925407098310537,-0.2905022860506023,-0.5818047384596359,-0.4504803271505871,0.1555528677584919,60,-0.004999761050037572,-0.007268771639343615,-0.0066186927057153505,-0.0036070422820053804,-0.00561536292969282,-0.005621926121358947,0.0012769129274418883
2.3595438957214356,0.09266957679497491,0.018069362640380858,0.012090159267913141,0.3,0.03,4,2000,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 2000, 'subsample': 1.0}",-0.6708770254968053,-0.40226189319603034,-0.3218786965214291,-0.27836946232601534,-0.6216181936546377,-0.4590010542389836,0.15873588542422776,108,-0.005182639879838059,-0.0071229066696336975,-0.006422208753106323,-0.0033042967434932314,-0.005712746071926221,-0.005548959623599506,0.0012991844323694845
0.569011640548706,0.03354184468609775,0.008977365493774415,0.006778077564710219,0.3,0.03,5,300,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.6}",-0.6645747049180224,-0.37454201146983745,-0.2784971646722251,-0.2855276485671753,-0.566792318563484,-0.43398676963814886,0.15527969402166453,9,-0.025386494295931733,-0.03329642781017295,-0.034551446472394595,-0.031633449077962485,-0.03452411230323145,-0.03187838599193864,0.003416448873588345
0.5468132972717286,0.052605030020755006,0.012084865570068359,0.013680397178983754,0.3,0.03,5,300,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",-0.6287238120740838,-0.4002989606127266,-0.2709835910384241,-0.2825356732211844,-0.5920338964784096,-0.4349151866849657,0.150691366391403,10,-0.021694399498611044,-0.030064123248986968,-0.030952779123727577,-0.027350395525596385,-0.031515194811400915,-0.028315378441664575,0.003606143917027655
0.49581637382507326,0.04781425638760179,0.0062653541564941405,0.001495462397157095,0.3,0.03,5,300,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",-0.617572627701937,-0.3922289155500709,-0.28053579125946587,-0.28535589726771365,-0.5825730905712656,-0.43165326447009067,0.143622068765648,8,-0.029293016861651696,-0.034733490094083136,-0.035751526887481275,-0.032244582490586066,-0.036368071172774394,-0.03367813750131532,0.00260510340646077
1.405592107772827,0.14926874836265883,0.00916152000427246,0.0012170202552308667,0.3,0.03,5,800,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 800, 'subsample': 0.6}",-0.6972660613007476,-0.39027864000541534,-0.2913241602644669,-0.28713252491270197,-0.5549405216724926,-0.4441883816311649,0.15953345794311996,34,-0.006610720896201966,-0.009621368579844683,-0.008910087878831957,-0.00602088602304336,-0.008191800295094876,-0.00787097273460337,0.0013607080331988364
1.3560922145843506,0.08095564557010132,0.00879983901977539,0.0010598163669939518,0.3,0.03,5,800,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 800, 'subsample': 0.8}",-0.6509556048997253,-0.41437038212501437,-0.29223727922343656,-0.28280671567304977,-0.584576757865866,-0.4449893479574184,0.14998710997256873,36,-0.005955321999125612,-0.008683712183177232,-0.008003542624033135,-0.004899825046132715,-0.007447443484402662,-0.006997969067374271,0.0013816118503176538
1.2390668392181396,0.07975621670790731,0.00895085334777832,0.0009872042106925942,0.3,0.03,5,800,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 800, 'subsample': 1.0}",-0.6392555934691669,-0.3990876026635294,-0.30576666004702197,-0.2839963699173751,-0.578457536995042,-0.44131275261842706,0.14345327524459167,20,-0.007159607465048736,-0.009471261762163655,-0.00869712790251793,-0.005505892407260807,-0.009715053168066097,-0.008109788541011445,0.0015785164258151705
3.542578649520874,0.2426184946532613,0.020365095138549803,0.004424903561513761,0.3,0.03,5,2000,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 2000, 'subsample': 0.6}",-0.7069166613408423,-0.3933773657202308,-0.2936244820765515,-0.2934372614722196,-0.5761667841382366,-0.45270451094961617,0.1637430748525579,73,-0.004561600479953152,-0.0066740407332906105,-0.006062214483135838,-0.0030704348482786035,-0.005020657536168273,-0.005077789616165296,0.001250303835929447
3.5106843948364257,0.14368316816554771,0.021192073822021484,0.004856125611232456,0.3,0.03,5,2000,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 2000, 'subsample': 0.8}",-0.6690343821586675,-0.4119975833974011,-0.28718218690756236,-0.28945591092640344,-0.5977309499429158,-0.45108020266659005,0.15717689932936918,66,-0.0045052281587572565,-0.006431163170567691,-0.005799931483399935,-0.002810194020117859,-0.004916308055030312,-0.00489256497757461,0.0012391497669590383
3.2712833404541017,0.15341911579610412,0.01731562614440918,0.0012647041479174163,0.3,0.03,5,2000,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 5, 'n_estimators': 2000, 'subsample': 1.0}",-0.6546253761715402,-0.40496331027321586,-0.313455112606863,-0.29176561656606304,-0.5785558335923187,-0.4486730498420002,0.1442915609007127,50,-0.004478216798315721,-0.006308160960318764,-0.0056760050017353805,-0.002681943230257916,-0.004871978534214514,-0.00480326090496846,0.0012358617152346033
0.7390256881713867,0.03547542309620468,0.010597801208496094,0.008743768577232712,0.3,0.03,6,300,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.6}",-0.7169123010851542,-0.38592639379022314,-0.28040242519727243,-0.2775850736017564,-0.5481397979429525,-0.4417931983234718,0.1691936817252171,22,-0.015588691128042342,-0.020576336607068067,-0.02111615203828463,-0.01883323445457613,-0.022587743925642088,-0.01974043163072265,0.0023982696675755744
0.6857065200805664,0.019943867818259704,0.007317781448364258,0.0015305377350585197,0.3,0.03,6,300,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8}",-0.6767031687784077,-0.3802990728586284,-0.25559235242837336,-0.2796473139926936,-0.5886666142881494,-0.43618170446925053,0.16813127044309065,12,-0.012864759576419594,-0.017918207289134652,-0.01713709584042349,-0.013596402012928874,-0.018756176168645677,-0.016054528177510456,0.002373232496549802
0.6818199634552002,0.068480829526782,0.006343412399291992,0.0005808324710426418,0.3,0.03,6,300,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 300, 'subsample': 1.0}",-0.6902189438752468,-0.3837786410585761,-0.28157352836899874,-0.28315935154627586,-0.6033359349391828,-0.448413279957656,0.1684001236581048,48,-0.016524814951936122,-0.019967393431544078,-0.02017400176912262,-0.016375730440996744,-0.021226532536682018,-0.018853694626056315,0.0020088744495586302
1.8578476428985595,0.09026455784018307,0.011329936981201171,0.0008330178573025903,0.3,0.03,6,800,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 800, 'subsample': 0.6}",-0.7408052706275088,-0.396430491049736,-0.2886118404488306,-0.2796986704128705,-0.5358720812032699,-0.44828367074844316,0.173115778608451,47,-0.005100663469605086,-0.007452402186461799,-0.006922285458114349,-0.003946860760143689,-0.005857046470887588,-0.005855851669042502,0.0012570450680484968
1.7964061737060546,0.07988669009835965,0.01047658920288086,0.0004090728146844229,0.3,0.03,6,800,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 800, 'subsample': 0.8}",-0.6983839058931319,-0.38757175202197314,-0.26670931924300256,-0.2852141397908792,-0.5756413143333717,-0.44270408625647173,0.1684406674827726,28,-0.004772710380572304,-0.006870704133836323,-0.006222982066532258,-0.00318711826763089,-0.0053446526674551485,-0.005279633503205384,0.0012697425580548525
1.6971631050109863,0.10164961403090886,0.011214637756347656,0.0012044492217582082,0.3,0.03,6,800,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 800, 'subsample': 1.0}",-0.7054292679134622,-0.39468487948876607,-0.3016897888937879,-0.28749427235559755,-0.6031656811039177,-0.4584927779511062,0.16721662188967845,103,-0.0049048361536811165,-0.006867706586583449,-0.006242018491368721,-0.0030908924225510593,-0.005704294659131941,-0.005361949662663257,0.001305808477668892
4.537733268737793,0.3062492828530476,0.022619104385375975,0.003498905788002548,0.3,0.03,6,2000,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 2000, 'subsample': 0.6}",-0.7505678917577476,-0.40188059219641703,-0.2888056801079716,-0.2841670421973573,-0.5576855448783327,-0.45662135022756517,0.17749235409090403,90,-0.004471672119672928,-0.006474433823340496,-0.005854744570438493,-0.002867043791430544,-0.004886027824776617,-0.004910784425931816,0.00124148044530343
4.548899126052857,0.1792395863073301,0.020349740982055664,0.003283179223366231,0.3,0.03,6,2000,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 2000, 'subsample': 0.8}",-0.7086697175974599,-0.38891299277433444,-0.26554903020084814,-0.2894454140706817,-0.5871503873894333,-0.4479455084065515,0.1727603569451363,44,-0.00446808137414357,-0.006334573771175658,-0.005706102583296211,-0.0027100778639095684,-0.004854927601008416,-0.004814752638706684,0.001237401462691559
3.4900679111480715,0.15945484524782944,0.01729435920715332,0.0003765797841395627,0.3,0.03,6,2000,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.03, 'max_depth': 6, 'n_estimators': 2000, 'subsample': 1.0}",-0.7101821385896858,-0.3954458868506721,-0.3040261100288937,-0.29069625091606915,-0.6046538678913258,-0.46100085085532927,0.16773173986109274,120,-0.004450381889027091,-0.0062795839977239885,-0.005651618186639537,-0.0026684791365843533,-0.004836183277091182,-0.00477724929741323,0.0012311586099307157
0.3547482967376709,0.010480664393966384,0.0060256004333496095,0.0009221271145344617,0.3,0.05,3,300,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.6}",-0.6214837213722688,-0.36618326021153835,-0.30512164732183916,-0.32937809093698966,-0.621003234466783,-0.4486339908618838,0.14227021534985163,49,-0.04875638633294079,-0.06481915947862363,-0.06655949459022947,-0.06404190911927114,-0.06343538226663392,-0.061522466357539794,0.006468685759114999
0.3456387519836426,0.01887405591692872,0.00520172119140625,0.0010957608500466618,0.3,0.05,3,300,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",-0.640471389737851,-0.3605991432737214,-0.2541207045037168,-0.30144231052780274,-0.598388566791261,-0.4310044229668706,0.15806641390109138,4,-0.0481964628013388,-0.06106454049755645,-0.0625280225104556,-0.05810913995983149,-0.05889976002917113,-0.0577595851596707,0.0050306305983557
0.3273740291595459,0.01941737307512124,0.005095148086547851,0.0009616967563318334,0.3,0.05,3,300,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",-0.6244982604700328,-0.38499820278192315,-0.2790614432610718,-0.2984347723822302,-0.664989946294844,-0.45039652503802036,0.1631482612832834,58,-0.05849169536300735,-0.07569020454491229,-0.08025645332579164,-0.07018845281450074,-0.07078292364289826,-0.07108194593822206,0.007277496644212701
0.8224387645721436,0.055238225895155244,0.010621356964111327,0.009027216436392699,0.3,0.05,3,800,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 800, 'subsample': 0.6}",-0.6578559022985517,-0.3869148480632728,-0.36350882873250234,-0.32794775362688044,-0.6025425977172645,-0.46775398608769436,0.1350958993274735,155,-0.014604603006747834,-0.02072725711119904,-0.020559726723058416,-0.01756052690363042,-0.01963585529487518,-0.018617593807902177,0.0023013431547476452
0.8001044750213623,0.04313979837938334,0.013512897491455077,0.012569889180238065,0.3,0.05,3,800,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 800, 'subsample': 0.8}",-0.6751811175551296,-0.3680736190296307,-0.2840497404886973,-0.2975902021737689,-0.5835738333270128,-0.4416937025148478,0.1585457024127074,21,-0.013718201153963968,-0.019299794826713488,-0.018250729698473436,-0.015859837187789435,-0.018015326327762746,-0.017028777838940613,0.001997513587417649
0.7395657062530517,0.029819594501147472,0.00922861099243164,0.0027754545194383345,0.3,0.05,3,800,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 800, 'subsample': 1.0}",-0.6674177224444794,-0.38129530591829347,-0.31851387767279965,-0.2992537364030132,-0.6750083501656737,-0.46829779852085185,0.16790387003617951,160,-0.018368786423561385,-0.023841412336526615,-0.02329716890360586,-0.020594875484428905,-0.024902319041889165,-0.022200912438002384,0.0023855884088315646
1.9594202518463135,0.019129898016041504,0.010430335998535156,0.001314968454492656,0.3,0.05,3,2000,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 2000, 'subsample': 0.6}",-0.6888979111540265,-0.4050903845541054,-0.3787467716179176,-0.3442549853491703,-0.6262973709652354,-0.48865748472809106,0.14068182083934622,255,-0.006384666143523662,-0.009093086507912787,-0.008500986438027384,-0.005141883922425972,-0.007261585287918329,-0.007276441659961627,0.001424888026159068
2.3845840454101563,0.08129618013764513,0.010661172866821288,0.0015578947134277752,0.3,0.05,3,2000,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 2000, 'subsample': 0.8}",-0.7004410319649769,-0.37609016617363045,-0.2986440226496238,-0.307499763954758,-0.6001169904104646,-0.4565583950306908,0.1635349328208282,89,-0.0059779856077187285,-0.008602099958648492,-0.007996126313128614,-0.004795694865338395,-0.006751914984034557,-0.006824764345773758,0.0013689758914254375
1.8043179035186767,0.030429284953918008,0.011371040344238281,0.0010614601383450496,0.3,0.05,3,2000,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 3, 'n_estimators': 2000, 'subsample': 1.0}",-0.6954755143460005,-0.4025054672639803,-0.35095157112126285,-0.31794964632259815,-0.67825579582073,-0.4890275989749144,0.16385773516678462,257,-0.006372378782975741,-0.008372597662381492,-0.00773752415088403,-0.004480298432741498,-0.007011404446736786,-0.006794840695143909,0.0013386895798187504
0.4340524196624756,0.050710710984215895,0.005216407775878906,0.000692196294789632,0.3,0.05,4,300,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.6}",-0.6814921748329339,-0.367535325311887,-0.2963157214930274,-0.30153370977939675,-0.5890107934391905,-0.44717754497128703,0.15832518170084178,40,-0.02259110136898231,-0.030411305751734754,-0.032517154257671654,-0.02874585180189032,-0.03322613918719621,-0.02949831047349505,0.003797878796275137
0.39290580749511717,0.042698161181051394,0.0054092884063720705,0.0011574946507279759,0.3,0.05,4,300,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 300, 'subsample': 0.8}",-0.6301378617003885,-0.3642505058521173,-0.30648398021056694,-0.28253027707123357,-0.574240408416358,-0.43152860665013293,0.14295124918704327,7,-0.021844307708760613,-0.02851128473493856,-0.027884792212389792,-0.02559227371539945,-0.028014039074157747,-0.02636933948912923,0.0024766633581302187
0.37369732856750487,0.023370878078259383,0.004970407485961914,0.0007096716435208304,0.3,0.05,4,300,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 300, 'subsample': 1.0}",-0.6042557143996022,-0.38424226604899553,-0.29396638782472695,-0.2821203282386377,-0.6605088968092192,-0.44501871866423637,0.15801196608837786,37,-0.02856967931185569,-0.034630967319715586,-0.03742201164037729,-0.03428477929850871,-0.036847529286462934,-0.034350993371384045,0.003135927510446004
1.0406590938568114,0.039499519375492974,0.0071124076843261715,0.0006137216295743888,0.3,0.05,4,800,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 800, 'subsample': 0.6}",-0.7188127780301363,-0.3876474603831228,-0.31327146299702413,-0.3014397522664381,-0.5795841004273005,-0.4601511108208044,0.1632113983125299,115,-0.00675190131959866,-0.009839039884141426,-0.009263480296133653,-0.006078904931570623,-0.008314114877940763,-0.008049488261877024,0.0014361914530012928
1.1461159706115722,0.12235778915885143,0.007817554473876952,0.0011880799785659343,0.3,0.05,4,800,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 800, 'subsample': 0.8}",-0.6538491695338545,-0.3827175264600319,-0.3325647111206997,-0.28417012008201215,-0.5846235628096347,-0.44758501800124656,0.1452352259518095,42,-0.006257056246919275,-0.009057503393489052,-0.00819892870394289,-0.005097701007158522,-0.007535685065965462,-0.00722937488349504,0.0014046602033069152
1.027584981918335,0.11326400391091074,0.007763481140136719,0.0008897142193110161,0.3,0.05,4,800,1.0,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 800, 'subsample': 1.0}",-0.6474242360243864,-0.39272525423803195,-0.33423752737759194,-0.2835334201175945,-0.6717448127445961,-0.4659330501004401,0.16203101512298815,150,-0.006942548868960758,-0.010004979430946583,-0.009010689784988183,-0.005732474947137058,-0.00884722530911184,-0.008107583668228885,0.0015466886316222374
2.6405657291412354,0.10405026526566552,0.011791181564331055,0.0006026962205275192,0.3,0.05,4,2000,0.6,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 2000, 'subsample': 0.6}",-0.7208435494943511,-0.38984461967408296,-0.3114963237405258,-0.31463019378547324,-0.6086846341080722,-0.46909986416050103,0.1660361044496451,165,-0.0046754004747780265,-0.006894978646772393,-0.0062633263373561955,-0.00322310286753463,-0.0051717114311420715,-0.005245703951516663,0.0012788509243965443
2.998872232437134,0.5001133732915002,0.012831449508666992,0.0013174346837381598,0.3,0.05,4,2000,0.8,"{'colsample_bytree': 0.3, 'learning_rate': 0.05, 'max_depth': 4, 'n_estimators': 2000, 'subsample': 0.8}",-0.6732581458674289,-0.3869127425361726,-0.3214363655149074,-0.29408915521592227,-0.6155582371041719,-0.4582509292477207,0.15603213905446367,102,-0.004562655257295773,-0.00657423394963718,-0.005937178702310922,-0.002917647864343338,-0.005005268872326168,-0.004999396929182677,0.001255707229543884
