mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.47939457893371584,0.06776512323731157,0.11750459671020508,0.03953222035425441,10,log2,1,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.6224208515456279,-0.32145130264234123,-0.2577283034201286,-0.5864201828678417,-0.934616758874107,-0.5445274798700093,0.24166454848332108,18,-0.1305949192289043,-0.1361437002917684,-0.14112055660980588,-0.12976087110532955,-0.13420033785774002,-0.13436407701870962,0.0041046300953234555
0.888284969329834,0.044790153341080115,0.13300743103027343,0.007285363461232443,10,log2,1,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.6129664517272043,-0.3222206042319718,-0.2489595947358884,-0.6217100217352003,-0.9595580315920033,-0.5530829408044536,0.25270779118179293,27,-0.13151062020072743,-0.13183679896046763,-0.13977482441783917,-0.12961980846288462,-0.1324897552745973,-0.13304636146330323,0.003496993918164282
0.473988676071167,0.02378478276207211,0.10575647354125976,0.006245731613515979,10,log2,3,2,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.7536617804101414,-0.3491963159362705,-0.26495155915125507,-0.7029685626177128,-1.0621625409133129,-0.6265881518057386,0.28963217308949324,47,-0.23060332391748087,-0.24287534891776325,-0.2462674949336883,-0.23341247676385452,-0.2305118877077116,-0.23673410644809972,0.0065716980962090615
0.8407572269439697,0.02080396587144876,0.14155821800231932,0.005462359688598614,10,log2,3,2,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.730367023374758,-0.3463319438032377,-0.26951904556114903,-0.7057270532057227,-0.9510284121975154,-0.6005946956284764,0.2549345376366546,41,-0.22963359172898082,-0.24028824715066696,-0.24146205805107343,-0.2295238043242313,-0.23083337103593388,-0.23434821445817727,0.005361855722678484
0.4554457664489746,0.025089844672139396,0.11347336769104004,0.02479440343717502,10,log2,3,5,100,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",-0.7536617804101424,-0.3491963159362707,-0.26495155915125485,-0.7029685626177136,-1.0621625409133126,-0.6265881518057388,0.28963217308949335,48,-0.23060332391748076,-0.2428753489177632,-0.2462674949336882,-0.23341247676385454,-0.23051188770771147,-0.2367341064480996,0.006571698096209071
0.8154482364654541,0.02310875770131985,0.14308838844299315,0.010158843417924477,10,log2,3,5,200,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",-0.7303670233747576,-0.3463319438032374,-0.2695190455611491,-0.7057270532057233,-0.9510284121975155,-0.6005946956284766,0.25493453763665463,42,-0.2296335917289809,-0.24028824715066727,-0.24146205805107362,-0.2295238043242312,-0.23083337103593382,-0.23434821445817736,0.005361855722678616
0.5051250457763672,0.028198864452883627,0.14003238677978516,0.03095781146079642,20,sqrt,1,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.5218517560750515,-0.3179473312616896,-0.2554960396753186,-0.5730019757633732,-0.8589624666870175,-0.5054519138924901,0.21327802708328233,4,-0.04696984563534613,-0.04636777919434633,-0.04884562092975499,-0.04602417815784163,-0.0476392511616036,-0.04716933501577854,0.0010024397863772215
0.8941945552825927,0.05137981824295049,0.1577451705932617,0.006312779316644823,20,sqrt,1,2,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.5176730470304661,-0.3107038913286122,-0.2537280275148441,-0.6137007028942615,-0.8413824338584266,-0.5074376205253222,0.21259748952965507,6,-0.04464189176698501,-0.04480199131100569,-0.048954814231935435,-0.04355597841779907,-0.047035472444444344,-0.045798029634433905,0.0019417566516621045
0.5694196224212646,0.0892105558589921,0.16254901885986328,0.05420330679945915,20,sqrt,1,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.5780070550268139,-0.30155089015124137,-0.24579207138864778,-0.5367336405699049,-0.8982922131184932,-0.5120751740510203,0.23209731538349573,8,-0.09383096464774224,-0.09491784309612758,-0.09792644401492115,-0.08944493645527306,-0.09340956934717626,-0.09390595151224805,0.002732799230232041
0.9201571464538574,0.060490013841160165,0.139768648147583,0.006981023946876698,20,sqrt,1,5,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.5649802959901689,-0.29928099212488796,-0.23558611456165707,-0.5666208610302184,-0.8303261114975924,-0.4993588750409049,0.21353074048361376,1,-0.09276345896836832,-0.0923051401194727,-0.09563888291821752,-0.08830905681880027,-0.090353182456348,-0.09187394425624137,0.0024565450664557798
0.5053772926330566,0.03413799562944655,0.1156839370727539,0.02239066734641948,20,sqrt,3,2,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.6542838747636895,-0.3136291531546471,-0.2542962111692838,-0.6683152938437907,-0.9448467598730587,-0.567074258560894,0.25402041473689985,33,-0.16845324072312035,-0.1786260098343725,-0.1902468166168736,-0.17013801408379073,-0.1814211598051846,-0.17777704821266835,0.007934527556353458
0.8512715339660645,0.02090351894751136,0.14266705513000488,0.012584423075694686,20,sqrt,3,2,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.6259369716783362,-0.3072360545762531,-0.25180251599632153,-0.6896500885445606,-0.8704255225539861,-0.5490102306698915,0.23485836619093178,24,-0.16868986996848429,-0.1761388272671585,-0.1865181212969712,-0.16940984233789372,-0.1742557521437713,-0.1750024826028558,0.00641226205816518
0.5109654903411865,0.03915332836765286,0.12024097442626953,0.014297766661408294,20,sqrt,3,5,100,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",-0.6542838747636903,-0.31362915315464734,-0.2542962111692837,-0.6683152938437913,-0.9448467598730598,-0.5670742585608946,0.25402041473690024,36,-0.16845324072312037,-0.1786260098343724,-0.19024681661687357,-0.1701380140837905,-0.1814211598051847,-0.17777704821266832,0.007934527556353491
0.8894419193267822,0.014142018791240198,0.15599875450134276,0.011808349182087499,20,sqrt,3,5,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",-0.625936971678336,-0.30723605457625347,-0.2518025159963213,-0.6896500885445598,-0.8704255225539854,-0.5490102306698912,0.23485836619093145,22,-0.16868986996848429,-0.17613882726715854,-0.18651812129697126,-0.16940984233789355,-0.17425575214377126,-0.17500248260285578,0.006412262058165232
0.4974360942840576,0.05115657694947839,0.1181528091430664,0.010435594647821352,20,log2,1,2,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.6472498723327946,-0.344502705508472,-0.25387622717045016,-0.584150438157908,-0.9052289292558888,-0.5470016344851028,0.2309479846955791,20,-0.04930036940381116,-0.04872656539463871,-0.05070631600979204,-0.045331008735984744,-0.051968458876726804,-0.04920654368419069,0.002242161730039593
0.9009822368621826,0.022487245859664298,0.15428853034973145,0.01329556290840148,20,log2,1,2,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.5832955591783443,-0.3459940737180162,-0.2580368174562101,-0.6164934011919527,-0.8307519497921408,-0.5269143602673327,0.2042291889447233,13,-0.04669272844343015,-0.04857562339697161,-0.04982141944386153,-0.043958756280589505,-0.049302346130590785,-0.047670174739088716,0.0021373676678614804
0.5356221199035645,0.04478581585283707,0.13565993309020996,0.002918256984785076,20,log2,1,5,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.6422409574531288,-0.3112817552548021,-0.2626606878544262,-0.6346211018532528,-0.916280840542388,-0.5534170685915996,0.24055048457606065,28,-0.12288497899614802,-0.1219687827644132,-0.13117339029015354,-0.11793553910957044,-0.1182736576946731,-0.12244726977099167,0.0047820595943795985
0.8718186378479004,0.028488770603446567,0.14644837379455566,0.015001110860424,20,log2,1,5,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.6115463194693849,-0.32317625690912366,-0.260677628082749,-0.5981779959942746,-0.9055064702934692,-0.5398169341498003,0.23114146764689614,16,-0.11817700776632213,-0.12042753199677142,-0.12487990265034563,-0.1135468515697128,-0.1165373155543369,-0.11871372190749777,0.003812618148896189
0.5011395454406739,0.04433829832376818,0.1429518699645996,0.03158687638345523,20,log2,3,2,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.7572755230518622,-0.345337845683618,-0.26271943732741965,-0.6849023804242428,-1.0430501586150744,-0.6186570690204435,0.28464293670400725,46,-0.23127236662412995,-0.23529426543316329,-0.2441377295104384,-0.2326789757773649,-0.23312975711930417,-0.23530261889288012,0.0046023258085277794
0.8761096477508545,0.01965871455348221,0.15919785499572753,0.016617104085381362,20,log2,3,2,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.7234861915857493,-0.34266569008511466,-0.27194898573616605,-0.6855490849363517,-0.9577380734646073,-0.5962776051615978,0.25468142788754894,40,-0.23045477459406757,-0.23565252684608623,-0.24436439373727906,-0.22696284651847262,-0.23162338995991252,-0.2338115863311636,0.005961751949711583
0.4848761558532715,0.03328971890161368,0.11092228889465332,0.012185037281853864,20,log2,3,5,100,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",-0.7572755230518612,-0.3453378456836177,-0.2627194373274199,-0.6849023804242437,-1.0430501586150742,-0.6186570690204434,0.28464293670400714,44,-0.23127236662413003,-0.23529426543316334,-0.24413772951043838,-0.232678975777365,-0.23312975711930403,-0.23530261889288012,0.004602325808527758
0.8807159423828125,0.03211499121304052,0.18462929725646973,0.03147479551542773,20,log2,3,5,200,"{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",-0.7234861915857485,-0.3426656900851143,-0.27194898573616594,-0.6855490849363519,-0.9577380734646072,-0.5962776051615977,0.25468142788754894,37,-0.23045477459406752,-0.23565252684608612,-0.24436439373727917,-0.22696284651847282,-0.23162338995991258,-0.2338115863311636,0.005961751949711573
0.49074559211730956,0.03173711877386694,0.13608207702636718,0.018150621718901562,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.5122357096203408,-0.32184625275753714,-0.25748774833844945,-0.5706143929393408,-0.912699653165718,-0.5149767513642772,0.2301680009291294,10,-0.04749239497536663,-0.04520621400685691,-0.04903006223615641,-0.043977861288300626,-0.04724552874566888,-0.04659041225046989,0.0017852769991520646
0.89697265625,0.05031575680333956,0.14500207901000978,0.02492810226717029,,sqrt,1,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.5057231695102942,-0.3136787835192798,-0.25437087615452086,-0.6166138453242498,-0.8579315089959516,-0.5096636367008592,0.21740691872302167,7,-0.044529306666130725,-0.044594084894079664,-0.04861006388709936,-0.042295867250559054,-0.04686950312040105,-0.045379765163653975,0.0021681858085904407
0.5416866302490234,0.052331750860564887,0.11583914756774902,0.03297531389081962,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.570627347744628,-0.29830078450334635,-0.24471452198572902,-0.5381232883328492,-0.9228294212099234,-0.5149190727552952,0.24081805661578634,9,-0.09397979478753178,-0.09541445008832677,-0.09817681621457049,-0.08921999030481394,-0.0933224641064194,-0.09402270310033248,0.0029241012777472923
0.9404285430908204,0.03459948953775523,0.15948948860168458,0.008557683011956072,,sqrt,1,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.5623806941447674,-0.29801906094807484,-0.2359433966294565,-0.5640954874095168,-0.8499434735466989,-0.5020764225357028,0.2195270594060458,2,-0.09276491453445042,-0.09253727109010366,-0.0961239091521858,-0.08817729448179387,-0.09029437557656118,-0.09197955296701898,0.002660846591283399
0.4674948215484619,0.0651456620583502,0.1475663661956787,0.024090393568627442,,sqrt,3,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.6542838747636895,-0.31362915315464696,-0.25429621116928336,-0.6683152938437912,-0.9448467598730593,-0.5670742585608941,0.25402041473690024,35,-0.16845324072312037,-0.17862600983437246,-0.19024681661687368,-0.17013801408379062,-0.1814211598051847,-0.17777704821266835,0.007934527556353505
0.8834929466247559,0.02862716755274817,0.11557602882385254,0.006044124486639469,,sqrt,3,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.6259369716783353,-0.3072360545762532,-0.25180251599632175,-0.6896500885445599,-0.8704255225539851,-0.549010230669891,0.2348583661909313,21,-0.16868986996848417,-0.17613882726715843,-0.1865181212969712,-0.1694098423378936,-0.17425575214377137,-0.17500248260285572,0.006412262058165218
0.5243804454803467,0.021340122409835856,0.10385322570800781,0.01651002268707511,,sqrt,3,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",-0.6542838747636898,-0.3136291531546473,-0.2542962111692836,-0.66831529384379,-0.944846759873059,-0.567074258560894,0.2540204147368999,33,-0.16845324072312035,-0.17862600983437235,-0.19024681661687357,-0.17013801408379062,-0.1814211598051846,-0.1777770482126683,0.007934527556353467
0.8202548027038574,0.0183997038903666,0.15681161880493164,0.012098014122308452,,sqrt,3,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",-0.625936971678336,-0.3072360545762537,-0.25180251599632175,-0.6896500885445602,-0.8704255225539854,-0.5490102306698914,0.23485836619093134,23,-0.16868986996848423,-0.17613882726715838,-0.1865181212969711,-0.16940984233789338,-0.17425575214377126,-0.17500248260285564,0.0064122620581652055
0.45725393295288086,0.06302922000151207,0.14131383895874022,0.01690579988645482,,log2,1,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.6452036927291476,-0.3480497874483697,-0.26135427076194157,-0.5903355281126457,-0.9278383719345468,-0.5545563301973303,0.23556272110681034,30,-0.047758161399082386,-0.047951556798862184,-0.05005185312536597,-0.04597509076604525,-0.05226802092085418,-0.048800936602042,0.0021623920405354656
0.9287204742431641,0.036732090702108894,0.16792211532592774,0.008922322582764531,,log2,1,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.593397808303855,-0.3454233541279442,-0.2602485258183466,-0.6208954364486908,-0.8483019023760163,-0.5336534054149706,0.2099357152511426,15,-0.04638794981760474,-0.0480930039670734,-0.04901670293647969,-0.04398366189884076,-0.04917760566216158,-0.04733178485643204,0.0019455698310474005
0.5406445026397705,0.039614534258580886,0.1708968162536621,0.024162404337914816,,log2,1,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",-0.6324194838194301,-0.31128175525480223,-0.2609741773363096,-0.6444753440692972,-0.9213791255612928,-0.5541059772082264,0.24251970977601908,29,-0.12188185585197789,-0.12196878276441321,-0.1310833615903269,-0.11882902332280469,-0.11883757879546188,-0.12252012046499691,0.004499461407942547
0.9573233604431153,0.03734503897961525,0.16298518180847169,0.021050102262134406,,log2,1,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",-0.6104732843600491,-0.32328277790924836,-0.2599087686710199,-0.6014633650390209,-0.904443331043783,-0.5399143054046243,0.23107599879390275,17,-0.11693921001458073,-0.12042495132040469,-0.12433037249622475,-0.1137984108768957,-0.11654462261933335,-0.11840751346548783,0.0036337423848487663
0.5665349960327148,0.06111072610044086,0.12368206977844239,0.031534920949183566,,log2,3,2,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.7572755230518614,-0.3453378456836178,-0.26271943732741987,-0.6849023804242421,-1.043050158615074,-0.618657069020443,0.28464293670400703,43,-0.23127236662412995,-0.23529426543316323,-0.24413772951043855,-0.23267897577736477,-0.2331297571193041,-0.23530261889288012,0.004602325808527857
0.9157961845397949,0.042732091210427994,0.1507493495941162,0.016094001089066768,,log2,3,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.7234861915857493,-0.34266569008511416,-0.27194898573616616,-0.6855490849363515,-0.9577380734646073,-0.5962776051615977,0.254681427887549,37,-0.2304547745940675,-0.23565252684608617,-0.24436439373727895,-0.22696284651847262,-0.23162338995991258,-0.23381158633116356,0.005961751949711545
0.48416576385498045,0.039578195349093896,0.11193656921386719,0.013236476675043171,,log2,3,5,100,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 100}",-0.7572755230518621,-0.3453378456836176,-0.26271943732741965,-0.6849023804242432,-1.043050158615074,-0.6186570690204434,0.28464293670400725,44,-0.23127236662413003,-0.23529426543316323,-0.24413772951043866,-0.23267897577736482,-0.23312975711930387,-0.23530261889288012,0.004602325808527899
0.8097082614898682,0.011155486543026777,0.09071311950683594,0.004513722638224252,,log2,3,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'n_estimators': 200}",-0.7234861915857494,-0.34266569008511405,-0.27194898573616594,-0.6855490849363516,-0.9577380734646078,-0.5962776051615977,0.2546814278875492,37,-0.23045477459406752,-0.23565252684608634,-0.24436439373727928,-0.22696284651847262,-0.23162338995991263,-0.2338115863311637,0.0059617519497116665
