mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lambda_l1,param_lambda_l2,param_learning_rate,param_min_data_in_leaf,param_n_estimators,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.21722569465637206,0.042510034591805274,0.007714414596557617,0.0020367644144275135,0.0,0.0,0.01,10,50,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 50, 'num_leaves': 31}",-1.1497336890928593,-0.5190708109275114,-0.4387867257868403,-1.0279360673671554,-1.2765758398003426,-0.8824206265949417,0.3396537871050197,657,-0.5620446235300305,-0.6885280161606534,-0.7038845739602427,-0.6074364454600926,-0.579056964062812,-0.6281901246347663,0.05760264021023372
0.2057575225830078,0.019205806568387863,0.009039878845214844,0.004673660385511489,0.0,0.0,0.01,10,50,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 50, 'num_leaves': 63}",-1.1497336890928593,-0.5190708109275114,-0.4387867257868403,-1.0279360673671554,-1.2765758398003426,-0.8824206265949417,0.3396537871050197,657,-0.5620446235300305,-0.6885280161606534,-0.7038845739602427,-0.6074364454600926,-0.579056964062812,-0.6281901246347663,0.05760264021023372
0.2254666805267334,0.022739421767066535,0.01290879249572754,0.009102735724578481,0.0,0.0,0.01,10,100,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 15}",-0.7924477528834558,-0.39609653624520996,-0.3767296935426989,-0.7966361647033591,-0.9229568214185631,-0.6569733937586574,0.22592009280042485,568,-0.31872577732653806,-0.3840175569281878,-0.3966909140971108,-0.3503084604816954,-0.3376798251507474,-0.35748450679685584,0.02893822831010763
0.39724292755126955,0.025105984836892532,0.007460546493530273,0.0024384200069947383,0.0,0.0,0.01,10,100,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 31}",-0.7822161186853065,-0.40157931854990575,-0.3577047336394737,-0.8065523929603639,-0.9512980695201224,-0.6598701266710345,0.23640327459016497,571,-0.3096218838497591,-0.3754308441850994,-0.382633694205473,-0.33895851122305926,-0.3254284534656023,-0.3464146773857986,0.0282965749855679
0.4009677886962891,0.025811070596321817,0.005903053283691406,0.00017572179724781436,0.0,0.0,0.01,10,100,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 63}",-0.7822161186853065,-0.40157931854990575,-0.3577047336394737,-0.8065523929603639,-0.9512980695201224,-0.6598701266710345,0.23640327459016497,571,-0.3096218838497591,-0.3754308441850994,-0.382633694205473,-0.33895851122305926,-0.3254284534656023,-0.3464146773857986,0.0282965749855679
0.39562091827392576,0.02054084024486549,0.007285356521606445,0.0007819039425835102,0.0,0.0,0.01,10,200,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 15}",-0.5619153437054554,-0.35428385377724947,-0.3256139478381621,-0.5437552323596111,-0.7211998246198666,-0.5013536404600689,0.14581626884747365,377,-0.15257287525243884,-0.16686595832706758,-0.17121212815112533,-0.15455895133919867,-0.1668688080023086,-0.16241574421442778,0.007424578328716057
0.6687283515930176,0.02679565855406127,0.007530927658081055,0.0007470414503167552,0.0,0.0,0.01,10,200,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 31}",-0.5516161579036101,-0.3568967635025136,-0.30226289251697197,-0.5783116363339783,-0.75439441667614,-0.5086963733866428,0.16291950454100934,412,-0.1393959348942932,-0.1589047573724807,-0.1587506327296446,-0.14143550763482746,-0.15462641687441725,-0.15062264990113267,0.008498591317036421
0.656359338760376,0.03655688513949769,0.01023240089416504,0.004331458246511118,0.0,0.0,0.01,10,200,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 63}",-0.5516161579036101,-0.3568967635025136,-0.30226289251697197,-0.5783116363339783,-0.75439441667614,-0.5086963733866428,0.16291950454100934,412,-0.1393959348942932,-0.1589047573724807,-0.1587506327296446,-0.14143550763482746,-0.15462641687441725,-0.15062264990113267,0.008498591317036421
0.15232338905334472,0.012984134916016639,0.006467676162719727,0.001393455261024761,0.0,0.0,0.01,20,50,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 15}",-1.1978055707658617,-0.5238770451689738,-0.4353598770553437,-1.1031475256154837,-1.1728802811562313,-0.8866140599523789,0.33492797047509576,670,-0.6383025964989117,-0.7759911734068015,-0.7956347313748687,-0.6863426575487113,-0.6565547961355995,-0.7105651909929785,0.06362880215393417
0.14343547821044922,0.00893569658079627,0.007281160354614258,0.001258190359647672,0.0,0.0,0.01,20,50,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 31}",-1.1978055707658617,-0.5238770451689738,-0.4353598770553437,-1.1031475256154837,-1.1728802811562313,-0.8866140599523789,0.33492797047509576,670,-0.6383025964989117,-0.7759911734068015,-0.7956347313748687,-0.6863426575487113,-0.6565547961355995,-0.7105651909929785,0.06362880215393417
0.15999956130981446,0.017458429993331376,0.008077383041381836,0.004038154186696513,0.0,0.0,0.01,20,50,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 63}",-1.1978055707658617,-0.5238770451689738,-0.4353598770553437,-1.1031475256154837,-1.1728802811562313,-0.8866140599523789,0.33492797047509576,670,-0.6383025964989117,-0.7759911734068015,-0.7956347313748687,-0.6863426575487113,-0.6565547961355995,-0.7105651909929785,0.06362880215393417
0.2374858856201172,0.03129829252762893,0.008297109603881836,0.0011030126252656509,0.0,0.0,0.01,20,100,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 100, 'num_leaves': 15}",-0.8553417168718697,-0.40257228090474,-0.3447088663256952,-0.8953578136242256,-0.8703451970503058,-0.6736651749553673,0.24598399671766039,595,-0.40937383588877313,-0.48234567847124266,-0.49289258338322295,-0.4380411245226881,-0.4355773148237085,-0.45164610741792705,0.031221729733195695
0.24720239639282227,0.021587386890584925,0.006976509094238281,0.0012518148966678265,0.0,0.0,0.01,20,100,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 100, 'num_leaves': 31}",-0.8553417168718697,-0.40257228090474,-0.3447088663256952,-0.8953578136242256,-0.8703451970503058,-0.6736651749553673,0.24598399671766039,595,-0.40937383588877313,-0.48234567847124266,-0.49289258338322295,-0.4380411245226881,-0.4355773148237085,-0.45164610741792705,0.031221729733195695
0.23863530158996582,0.014770265339522946,0.006547689437866211,0.0018608973405268808,0.0,0.0,0.01,20,100,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 100, 'num_leaves': 63}",-0.8553417168718697,-0.40257228090474,-0.3447088663256952,-0.8953578136242256,-0.8703451970503058,-0.6736651749553673,0.24598399671766039,595,-0.40937383588877313,-0.48234567847124266,-0.49289258338322295,-0.4380411245226881,-0.4355773148237085,-0.45164610741792705,0.031221729733195695
0.42106947898864744,0.020042355382095083,0.006630611419677734,0.00042304914743576986,0.0,0.0,0.01,20,200,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 200, 'num_leaves': 15}",-0.6096182756882549,-0.35123882073599294,-0.2939145390453224,-0.6626282278475668,-0.6326636998153701,-0.5100127126265014,0.15502489974750797,417,-0.2293086379538216,-0.24422534201224702,-0.25452177663695524,-0.2356030751643185,-0.2490723725307431,-0.24254624085961712,0.009080362470604795
0.39357762336730956,0.01856083673092002,0.010595703125,0.009164824011412156,0.0,0.0,0.01,20,200,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 200, 'num_leaves': 31}",-0.6096182756882549,-0.35123882073599294,-0.2939145390453224,-0.6626282278475668,-0.6326636998153701,-0.5100127126265014,0.15502489974750797,417,-0.2293086379538216,-0.24422534201224702,-0.25452177663695524,-0.2356030751643185,-0.2490723725307431,-0.24254624085961712,0.009080362470604795
0.39372682571411133,0.024106797030806867,0.006548643112182617,0.0005567899087351524,0.0,0.0,0.01,20,200,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.01, 'min_data_in_leaf': 20, 'n_estimators': 200, 'num_leaves': 63}",-0.6096182756882549,-0.35123882073599294,-0.2939145390453224,-0.6626282278475668,-0.6326636998153701,-0.5100127126265014,0.15502489974750797,417,-0.2293086379538216,-0.24422534201224702,-0.25452177663695524,-0.2356030751643185,-0.2490723725307431,-0.24254624085961712,0.009080362470604795
0.1588502883911133,0.02570222506271519,0.008063602447509765,0.0022541768114845736,0.0,0.0,0.05,5,50,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 50, 'num_leaves': 15}",-0.5799489988933972,-0.40242399754816244,-0.3020908695760402,-0.5480402614518736,-0.7824894883142449,-0.5229987231567437,0.16403927211366856,480,-0.0913738633788102,-0.10098322272021996,-0.10437643634776424,-0.0950706625814472,-0.09736163259041906,-0.09783316352373214,0.004523573884230904
0.23232412338256836,0.013598412023218556,0.010209226608276367,0.005887577468242546,0.0,0.0,0.05,5,50,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 50, 'num_leaves': 31}",-0.5838065225548743,-0.40777437423367846,-0.3460169964236052,-0.6331717363713307,-0.8072680054204874,-0.5556075270007952,0.16488008848169464,551,-0.05528239302168115,-0.05975767481652537,-0.05916077053398524,-0.05203963822403375,-0.058533775762197204,-0.05695485047168455,0.00290418105716024
0.34353294372558596,0.054269574329894786,0.006826353073120117,0.001113774002739143,0.0,0.0,0.05,5,50,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 50, 'num_leaves': 63}",-0.5383333410571711,-0.4108924731516652,-0.36199529748961984,-0.6450834090072525,-0.8299347866080568,-0.5572478614627531,0.16850784258638374,553,-0.050001141821418967,-0.05605932110807092,-0.05433089774992126,-0.046367262932489196,-0.05392620729883759,-0.05213696618214758,0.0035000231128277824
0.27606954574584963,0.030460728654187728,0.006455326080322265,0.0006953667999086377,0.0,0.0,0.05,5,100,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 100, 'num_leaves': 15}",-0.5526748678080594,-0.41469689047482583,-0.303480947920573,-0.49433066623489375,-0.7851121536238814,-0.5100591052124467,0.16092616538305354,421,-0.0386688714833633,-0.04417774433321105,-0.04319028513254203,-0.03832869408061334,-0.0418088386844333,-0.041234886742832606,0.002359822221810781
0.45900578498840333,0.01069235306954321,0.007288932800292969,0.0018351303688724646,0.0,0.0,0.05,5,100,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 100, 'num_leaves': 31}",-0.5651643316880577,-0.4233015274235578,-0.34820510081224915,-0.5663495690402225,-0.7383775604734174,-0.5282796178875009,0.13446053692373508,505,-0.01713783516697413,-0.01684376705201943,-0.01810541102061997,-0.013036266266845552,-0.018091828269898736,-0.016643021555271562,0.0018725088421735405
0.6146996021270752,0.04303297299232713,0.016250228881835936,0.011543735214953124,0.0,0.0,0.05,5,100,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 100, 'num_leaves': 63}",-0.5222693609394464,-0.4282336962272211,-0.36492570312929434,-0.5804953116619886,-0.7836466745438929,-0.5359141493003687,0.14448335063148113,523,-0.014627093986055375,-0.015353336563099082,-0.01603058692848826,-0.010611744729577105,-0.0153088085593567,-0.014386314153315306,0.0019388197694396626
0.45812649726867677,0.02403763795605116,0.01322345733642578,0.012202039491860377,0.0,0.0,0.05,5,200,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 200, 'num_leaves': 15}",-0.5408470121116185,-0.42552708683284596,-0.31699174993371737,-0.4804911073614759,-0.7883249290297647,-0.5104363770538844,0.1572730012102003,422,-0.015149823637388603,-0.01808142007419738,-0.018444571851202837,-0.013334326943123948,-0.016976527518771555,-0.016397334004936866,0.0019131695268420645
0.8176423072814941,0.03753170405560655,0.010980749130249023,0.0053796674815886234,0.0,0.0,0.05,5,200,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 200, 'num_leaves': 31}",-0.5370346304856395,-0.431998343255323,-0.3573706349453038,-0.5638406011384551,-0.7478564413952071,-0.5276201302439857,0.13268986764065743,503,-0.0067876834336736795,-0.0064673939077169425,-0.007541425800328262,-0.002671736013247315,-0.007047457779578428,-0.006103139386908925,0.001751354678780229
1.2071728229522705,0.05155100247994057,0.01616506576538086,0.01380315629139309,0.0,0.0,0.05,5,200,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 5, 'n_estimators': 200, 'num_leaves': 63}",-0.5053030518909605,-0.434475340661367,-0.37776371891397553,-0.5848369906080221,-0.7901630210295578,-0.5385084246207766,0.14369461483931734,529,-0.0062016431677933475,-0.006604167482475199,-0.007076320288922942,-0.0022877071970520847,-0.006701640096652907,-0.005774295646579295,0.0017653808701031072
0.1697751522064209,0.01795128206982027,0.007564401626586914,0.002499046234044328,0.0,0.0,0.05,10,50,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 50, 'num_leaves': 15}",-0.511287651400197,-0.36264047731140603,-0.315388814796235,-0.5204061575864617,-0.7089645297770748,-0.483737526174275,0.1384460797187447,315,-0.11507329521462689,-0.1253247638394688,-0.12552222401431842,-0.11798573798340382,-0.1301092374676496,-0.12280305170389352,0.0054788489197636955
0.23170938491821289,0.027964338003075975,0.016477012634277345,0.009402951338488421,0.0,0.0,0.05,10,50,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 50, 'num_leaves': 31}",-0.5140650204305102,-0.3474230991273337,-0.29573061417162455,-0.49630877986809246,-0.714598723447813,-0.47362524740907475,0.1468275293033635,273,-0.10326451293125063,-0.11541103729869992,-0.11596805932868517,-0.10506743292916046,-0.11552081163521438,-0.11104637082460211,0.005649760390651524
0.2325127601623535,0.03378165095726605,0.005653285980224609,0.00010341383263401093,0.0,0.0,0.05,10,50,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 50, 'num_leaves': 63}",-0.5140650204305102,-0.3474230991273337,-0.29573061417162455,-0.49630877986809246,-0.714598723447813,-0.47362524740907475,0.1468275293033635,273,-0.10326451293125063,-0.11541103729869992,-0.11596805932868517,-0.10506743292916046,-0.11552081163521438,-0.11104637082460211,0.005649760390651524
0.24809083938598633,0.027203853951869788,0.01044168472290039,0.001464188546870338,0.0,0.0,0.05,10,100,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 15}",-0.44820030553193185,-0.37085121151353995,-0.3312863214367101,-0.4512826180895016,-0.6853345949644266,-0.45739101030722196,0.1228589342510408,167,-0.050926681183872675,-0.055400222645405055,-0.056984456491959073,-0.050857431870651344,-0.06348261761148363,-0.05553028196067435,0.004656175455715877
0.3652347564697266,0.01124337095818378,0.009937095642089843,0.002814202076930472,0.0,0.0,0.05,10,100,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 31}",-0.4631819559086022,-0.3585262532917176,-0.31932710135192743,-0.4612085380386948,-0.6844144571769064,-0.4573316611535697,0.1268255648689739,165,-0.043488887936093006,-0.0463345554542778,-0.048306593904150756,-0.04136149393010677,-0.0522902757293668,-0.04635636139079903,0.003799640159167392
0.3752723217010498,0.018170188350960282,0.008616924285888672,0.0020016260586821245,0.0,0.0,0.05,10,100,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 100, 'num_leaves': 63}",-0.4631819559086022,-0.3585262532917176,-0.31932710135192743,-0.4612085380386948,-0.6844144571769064,-0.4573316611535697,0.1268255648689739,165,-0.043488887936093006,-0.0463345554542778,-0.048306593904150756,-0.04136149393010677,-0.0522902757293668,-0.04635636139079903,0.003799640159167392
0.39529619216918943,0.022952327926544995,0.010153436660766601,0.006071031834109954,0.0,0.0,0.05,10,200,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 15}",-0.43229950227418,-0.37621812565749785,-0.35756132644085276,-0.429191741560293,-0.6810104689501023,-0.4552562329765852,0.11658701593996497,149,-0.022662820505240718,-0.024695185631423307,-0.02600599903657749,-0.020327780078367927,-0.028219933350004778,-0.024382343720322844,0.002715049437010471
0.6852527618408203,0.035213395265297584,0.00925741195678711,0.002251451691436436,0.0,0.0,0.05,10,200,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 31}",-0.44154195833005866,-0.375034982672703,-0.3459046582821272,-0.44211316504293097,-0.6772197313226159,-0.4563628991300871,0.11663250704704638,159,-0.017826769839949918,-0.01925002536744321,-0.020344239841899904,-0.014951031700279246,-0.0220328104105491,-0.01888097543202428,0.0023986334228029457
0.6917551994323731,0.05162833085474029,0.008169841766357423,0.0011773885830339123,0.0,0.0,0.05,10,200,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 10, 'n_estimators': 200, 'num_leaves': 63}",-0.44154195833005866,-0.375034982672703,-0.3459046582821272,-0.44211316504293097,-0.6772197313226159,-0.4563628991300871,0.11663250704704638,159,-0.017826769839949918,-0.01925002536744321,-0.020344239841899904,-0.014951031700279246,-0.0220328104105491,-0.01888097543202428,0.0023986334228029457
0.15126047134399415,0.01125957044869391,0.007035636901855468,0.001815776881200515,0.0,0.0,0.05,20,50,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 15}",-0.5468486700150041,-0.3558466824050906,-0.29791760286218616,-0.5867560722760009,-0.6217461598442741,-0.4818230374805112,0.1300069273309468,307,-0.18691479649153264,-0.1922992846012894,-0.19688800219279134,-0.19244582426605888,-0.2002462401394111,-0.19375882953821671,0.004529310332100357
0.16625819206237794,0.015754853922542906,0.008819389343261718,0.005947269349860938,0.0,0.0,0.05,20,50,31,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 31}",-0.5468486700150041,-0.3558466824050906,-0.29791760286218616,-0.5867560722760009,-0.6217461598442741,-0.4818230374805112,0.1300069273309468,307,-0.18691479649153264,-0.1922992846012894,-0.19688800219279134,-0.19244582426605888,-0.2002462401394111,-0.19375882953821671,0.004529310332100357
0.1565171241760254,0.02058654646392854,0.008722448348999023,0.00665854912676828,0.0,0.0,0.05,20,50,63,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 20, 'n_estimators': 50, 'num_leaves': 63}",-0.5468486700150041,-0.3558466824050906,-0.29791760286218616,-0.5867560722760009,-0.6217461598442741,-0.4818230374805112,0.1300069273309468,307,-0.18691479649153264,-0.1922992846012894,-0.19688800219279134,-0.19244582426605888,-0.2002462401394111,-0.19375882953821671,0.004529310332100357
0.2538871765136719,0.023234280493425526,0.00650334358215332,0.0010422255302701946,0.0,0.0,0.05,20,100,15,"{'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.05, 'min_data_in_leaf': 20, 'n_estimators': 100, 'num_leaves': 15}",-0.4388214407941534,-0.3675457673090006,-0.3203544396355077,-0.49181863371183915,-0.6159870640107378,-0.4469054690922477,0.10294100731344906,108,-0.10201045357533838,-0.11077345842330232,-0.10921307732777916,-0.1067757492005903,-0.11482104966675725,-0.10871875763875347,0.004253956757232669
