canonical_smiles,molecule_chembl_id,pIC50,standard_value,n_measurements,pIC50_range,kept_chembl_id,dropped_chembl_ids
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4062018', 'CHEMBL4062018']","[7.1938200260161125, 6.61261017366127]","[64.0, 244.0]",2,0.5812098523548421,CHEMBL4062018,['CHEMBL4062018']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC1=O,"['CHEMBL4081818', 'CHEMBL4081818']","[8.200659450546418, 7.657577319177793]","[6.3, 22.0]",2,0.5430821313686245,CHEMBL4081818,['CHEMBL4081818']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4072295', 'CHEMBL4072295']","[8.795880017344075, 7.060480747381382]","[1.6, 87.0]",2,1.7353992699626932,CHEMBL4072295,['CHEMBL4072295']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4083770', 'CHEMBL4083770']","[8.568636235841012, 8.130768280269024]","[2.7, 7.4]",2,0.43786795557198843,CHEMBL4083770,['CHEMBL4083770']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4070657', 'CHEMBL4070657']","[8.1249387366083, 7.446116973356125]","[7.5, 35.8]",2,0.6788217632521745,CHEMBL4070657,['CHEMBL4070657']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4100766', 'CHEMBL4100766']","[7.958607314841775, 5.010105436281227]","[11.0, 9770.0]",2,2.9485018785605472,CHEMBL4100766,['CHEMBL4100766']
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,"['CHEMBL4075048', 'CHEMBL4075048']","[7.721246399047171, 6.764471553092451]","[19.0, 172.0]",2,0.9567748459547198,CHEMBL4075048,['CHEMBL4075048']
CCc1c(Cl)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5812551', 'CHEMBL5812551']","[8.045757490560675, 5.726304412069908]","[9.0, 1878.0]",2,2.319453078490767,CHEMBL5812551,['CHEMBL5812551']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC(O)CC6(CC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5289987', 'CHEMBL5289987']","[9.0, 8.698970004336019]","[1.0, 2.0]",2,0.30102999566398125,CHEMBL5289987,['CHEMBL5289987']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5840711', 'CHEMBL5840711']","[9.221848749616356, 8.431798275933005]","[0.6, 3.7]",2,0.7900504736833511,CHEMBL5840711,['CHEMBL5840711']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL4863371', 'CHEMBL4863371', 'CHEMBL4863371']","[9.096910013008056, 9.096910013008056, 8.698970004336019]","[0.8, 0.8, 2.0]",3,0.3979400086720375,CHEMBL4863371,"['CHEMBL4863371', 'CHEMBL4863371']"
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)c12,"['CHEMBL5829922', 'CHEMBL5829922']","[9.301029995663981, 8.387216143280265]","[0.5, 4.1]",2,0.9138138523837167,CHEMBL5829922,['CHEMBL5829922']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5276699', 'CHEMBL5276699']","[9.0, 8.698970004336019]","[1.0, 2.0]",2,0.30102999566398125,CHEMBL5276699,['CHEMBL5276699']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3C)c12,"['CHEMBL5275926', 'CHEMBL5275926']","[8.0, 8.397940008672037]","[10.0, 4.0]",2,0.3979400086720375,CHEMBL5275926,['CHEMBL5275926']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5279240', 'CHEMBL5279240']","[8.698970004336019, 8.522878745280337]","[2.0, 3.0]",2,0.17609125905568135,CHEMBL5279240,['CHEMBL5279240']
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CNC(=O)O6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5267786', 'CHEMBL5267786']","[9.0, 9.0]","[1.0, 1.0]",2,0.0,CHEMBL5267786,['CHEMBL5267786']
CCc1c(F)ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5985758', 'CHEMBL5985758']","[9.045757490560675, 6.642065152999546]","[0.9, 228.0]",2,2.4036923375611288,CHEMBL5985758,['CHEMBL5985758']
CCc1c(F)ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5979136', 'CHEMBL5979136']","[9.154901959985743, 6.149966742310231]","[0.7, 708.0]",2,3.004935217675512,CHEMBL5979136,['CHEMBL5979136']
CCc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5873176', 'CHEMBL5873176']","[8.823908740944319, 5.116849800316722]","[1.5, 7641.0]",2,3.707058940627596,CHEMBL5873176,['CHEMBL5873176']
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL6048506', 'CHEMBL6048506']","[9.096910013008056, 8.4089353929735]","[0.8, 3.9]",2,0.6879746200345558,CHEMBL6048506,['CHEMBL6048506']
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)c12,"['CHEMBL6028889', 'CHEMBL6028889']","[9.154901959985743, 8.173925197299173]","[0.7, 6.7]",2,0.98097676268657,CHEMBL6028889,['CHEMBL6028889']
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,"['CHEMBL5828205', 'CHEMBL5828205']","[9.045757490560675, 7.364516253185088]","[0.9, 43.2]",2,1.6812412373755867,CHEMBL5828205,['CHEMBL5828205']
CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5286301', 'CHEMBL5286301']","[8.698970004336019, 9.0]","[2.0, 1.0]",2,0.30102999566398125,CHEMBL5286301,['CHEMBL5286301']
CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5279657', 'CHEMBL5279657']","[8.698970004336019, 8.522878745280337]","[2.0, 3.0]",2,0.17609125905568135,CHEMBL5279657,['CHEMBL5279657']
CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5800970', 'CHEMBL5800970']","[8.769551078621726, 6.346787486224656]","[1.7, 450.0]",2,2.42276359239707,CHEMBL5800970,['CHEMBL5800970']
CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N5CCOCC5)CC6)nc4c3F)c12,"['CHEMBL5860569', 'CHEMBL5860569']","[8.853871964321762, 7.129011186239425]","[1.4, 74.3]",2,1.7248607780823368,CHEMBL5860569,['CHEMBL5860569']
CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,"['CHEMBL6042399', 'CHEMBL6042399']","[8.721246399047171, 6.97469413473523]","[1.9, 106.0]",2,1.7465522643119415,CHEMBL6042399,['CHEMBL6042399']
CCc1cccc2cncc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL6028944', 'CHEMBL6028944']","[7.991399828238082, 6.063486257521107]","[10.2, 864.0]",2,1.9279135707169752,CHEMBL6028944,['CHEMBL6028944']
CCn1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c21,"['CHEMBL5910271', 'CHEMBL5910271']","[7.452225294612178, 5.702896349850743]","[35.3, 1982.0]",2,1.7493289447614346,CHEMBL5910271,['CHEMBL5910271']
CCn1nc(C)cc1-c1csc2c(O)nc(-c3ccccn3)nc12,"['CHEMBL5774607', 'CHEMBL5774607', 'CHEMBL5774607', 'CHEMBL5774607']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5774607,"['CHEMBL5774607', 'CHEMBL5774607', 'CHEMBL5774607']"
CN(C)C(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL5994125', 'CHEMBL5994125']","[7.752026733638194, 5.320662969479207]","[17.7, 4779.0]",2,2.431363764158987,CHEMBL5994125,['CHEMBL5994125']
CN(C)C(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL5927347', 'CHEMBL5927347']","[8.657577319177793, 6.527243550682788]","[2.2, 297.0]",2,2.1303337684950057,CHEMBL5927347,['CHEMBL5927347']
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,"['CHEMBL5090412', 'CHEMBL5090412']","[7.540607512240769, 5.679230771661313]","[28.8, 2093.0]",2,1.8613767405794563,CHEMBL5090412,['CHEMBL5090412']
CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL6007543', 'CHEMBL6007543']","[7.114638779968488, 5.426896216836009]","[76.8, 3742.0]",2,1.6877425631324794,CHEMBL6007543,['CHEMBL6007543']
CN(C)Cc1ccc(F)c(-c2csc3c(O)nc(-c4ccccn4)nc23)c1,"['CHEMBL5900980', 'CHEMBL5900980', 'CHEMBL5900980', 'CHEMBL5900980']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5900980,"['CHEMBL5900980', 'CHEMBL5900980', 'CHEMBL5900980']"
CN(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5793285', 'CHEMBL5793285']","[6.950781977329818, 5.072014052900571]","[112.0, 8472.0]",2,1.8787679244292468,CHEMBL5793285,['CHEMBL5793285']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5892364', 'CHEMBL5892364', 'CHEMBL5892364', 'CHEMBL5892364']","[8.040958607678906, 7.132532512140949, 5.747875447494356, 5.374481771028362]","[9.1, 73.7, 1787.0, 4222.0]",4,2.666476836650544,CHEMBL5892364,"['CHEMBL5892364', 'CHEMBL5892364', 'CHEMBL5892364']"
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3c(Cl)c(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5819505', 'CHEMBL5819505']","[8.657577319177793, 5.790216985151485]","[2.2, 1621.0]",2,2.8673603340263085,CHEMBL5819505,['CHEMBL5819505']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)c(Br)c4ccccc34)c(F)c2n1,"['CHEMBL5808083', 'CHEMBL5808083']","[7.131355561605174, 5.3147958655289855]","[73.9, 4844.0]",2,1.8165596960761885,CHEMBL5808083,['CHEMBL5808083']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5905084', 'CHEMBL5905084']","[9.397940008672037, 6.7281583934635005]","[0.4, 187.0]",2,2.669781615208537,CHEMBL5905084,['CHEMBL5905084']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(Cl)c2n1,"['CHEMBL5975993', 'CHEMBL5975993']","[7.1605219526258015, 5.296966695266314]","[69.1, 5047.0]",2,1.8635552573594873,CHEMBL5975993,['CHEMBL5975993']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5200392', 'CHEMBL5200392']","[8.568636235841012, 6.142064735280571]","[2.7, 721.0]",2,2.426571500560441,CHEMBL5200392,['CHEMBL5200392']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)cc2n1,"['CHEMBL5899736', 'CHEMBL5899736']","[6.903089986991944, 5.500450374094851]","[125.0, 3159.0]",2,1.4026396128970928,CHEMBL5899736,['CHEMBL5899736']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)c(Cl)c34)c(F)c2n1,"['CHEMBL5807259', 'CHEMBL5807259']","[7.4723700991286615, 5.6401645176601125]","[33.7, 2290.0]",2,1.832205581468549,CHEMBL5807259,['CHEMBL5807259']
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5854165', 'CHEMBL5854165']","[7.218244625347531, 5.591929714112815]","[60.5, 2559.0]",2,1.6263149112347168,CHEMBL5854165,['CHEMBL5854165']
CN1CCC[C@H]1COc1nc(N2CC3CCC(CCC#N)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5875279', 'CHEMBL5875279']","[7.575118363368933, 5.096964303211503]","[26.6, 7999.0]",2,2.47815406015743,CHEMBL5875279,['CHEMBL5875279']
CN1CCC[C@H]1COc1nc(N2CC3CCC(Cl)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5892737', 'CHEMBL5892737']","[6.920818753952375, 5.159204101152906]","[120.0, 6931.0]",2,1.7616146527994685,CHEMBL5892737,['CHEMBL5892737']
CN1CCC[C@H]1COc1nc(N2CC3C[C@@H](O)C(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5812300', 'CHEMBL5812300']","[8.795880017344075, 5.615109203469446]","[1.6, 2426.0]",2,3.180770813874629,CHEMBL5812300,['CHEMBL5812300']
CN1CC[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5859388', 'CHEMBL5859388']","[7.059483515067432, 4.923723744595782]","[87.2, 11920.0]",2,2.13575977047165,CHEMBL5859388,['CHEMBL5859388']
CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5783210', 'CHEMBL5783210']","[7.266802734893431, 5.416347891457956]","[54.1, 3834.0]",2,1.8504548434354744,CHEMBL5783210,['CHEMBL5783210']
CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5829177', 'CHEMBL5829177']","[6.7594507517174005, 5.021636852916117]","[174.0, 9514.0]",2,1.7378138988012832,CHEMBL5829177,['CHEMBL5829177']
CN1C[C@H](NC(=O)c2ccc(S(=O)(=O)F)cc2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5987736', 'CHEMBL5987736']","[7.009661145212398, 4.955930849531086]","[97.8, 11068.0]",2,2.053730295681312,CHEMBL5987736,['CHEMBL5987736']
CN1C[C@H](NC(=O)c2cccc(S(=O)(=O)F)c2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL6050012', 'CHEMBL6050012']","[6.673664139071249, 4.869441100135986]","[212.0, 13507.0]",2,1.8042230389352634,CHEMBL6050012,['CHEMBL6050012']
CNC(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL6037037', 'CHEMBL6037037']","[8.508638306165727, 6.623423042943488]","[3.1, 238.0]",2,1.8852152632222392,CHEMBL6037037,['CHEMBL6037037']
CNC(=O)O[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL6034191', 'CHEMBL6034191']","[7.549750891680639, 5.739451627363021]","[28.2, 1822.0]",2,1.8102992643176181,CHEMBL6034191,['CHEMBL6034191']
CNc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5986499', 'CHEMBL5986499']","[6.405607449624574, 5.279675282582558]","[393.0, 5252.0]",2,1.1259321670420155,CHEMBL5986499,['CHEMBL5986499']
COC(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL5941525', 'CHEMBL5941525']","[7.769551078621726, 6.127843727251707]","[17.0, 745.0]",2,1.6417073513700187,CHEMBL5941525,['CHEMBL5941525']
COC(c1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F)C(F)(F)F,"['CHEMBL5748810', 'CHEMBL5748810']","[7.434152181326482, 5.2140298748679905]","[36.8, 6109.0]",2,2.2201223064584914,CHEMBL5748810,['CHEMBL5748810']
COC1(OC)CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5974157', 'CHEMBL5974157']","[7.216096420727265, 5.079250738724292]","[60.8, 8332.0]",2,2.1368456820029733,CHEMBL5974157,['CHEMBL5974157']
COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5cccc(F)c45)c(F)c3n2)C1,"['CHEMBL4876243', 'CHEMBL4876243', 'CHEMBL4876243']","[9.221848749616356, 9.221848749616356, 7.39577394691553]","[0.6, 0.6, 40.2]",3,1.826074802700826,CHEMBL4876243,"['CHEMBL4876243', 'CHEMBL4876243']"
COCCCN1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,"['CHEMBL5884483', 'CHEMBL5884483']","[7.115204636051019, 5.177374321225859]","[76.7, 6647.0]",2,1.9378303148251605,CHEMBL5884483,['CHEMBL5884483']
COCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5990636', 'CHEMBL5990636']","[6.590066876668706, 5.123147352398656]","[257.0, 7531.0]",2,1.4669195242700495,CHEMBL5990636,['CHEMBL5990636']
COCCNC(=O)O[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1,"['CHEMBL5864164', 'CHEMBL5864164']","[7.000869458712629, 5.213532523259717]","[99.8, 6116.0]",2,1.7873369354529114,CHEMBL5864164,['CHEMBL5864164']
COCCO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1,"['CHEMBL5838543', 'CHEMBL5838543']","[7.026872146400302, 4.9919536938416496]","[94.0, 10187.0]",2,2.034918452558652,CHEMBL5838543,['CHEMBL5838543']
COC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccccc56)c(F)c4n3)CCCN12,"['CHEMBL5923638', 'CHEMBL5923638']","[8.853871964321762, 6.1073489661227]","[1.4, 781.0]",2,2.7465229981990618,CHEMBL5923638,['CHEMBL5923638']
CO[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5965677', 'CHEMBL5965677']","[8.09151498112135, 5.692076296388118]","[8.1, 2032.0]",2,2.399438684733232,CHEMBL5965677,['CHEMBL5965677']
CO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)N(C)C1,"['CHEMBL5775996', 'CHEMBL5775996']","[8.508638306165727, 6.195179321278838]","[3.1, 638.0]",2,2.313458984886889,CHEMBL5775996,['CHEMBL5775996']
CO[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1,"['CHEMBL5913499', 'CHEMBL5913499']","[6.8696662315049934, 5.375924268854318]","[135.0, 4208.0]",2,1.4937419626506756,CHEMBL5913499,['CHEMBL5913499']
CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5cccc(F)c45)c(F)c3n2)C1,"['CHEMBL5862570', 'CHEMBL5862570']","[9.045757490560675, 6.356547323513812]","[0.9, 440.0]",2,2.6892101670468627,CHEMBL5862570,['CHEMBL5862570']
CO[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5762687', 'CHEMBL5762687']","[8.036212172654444, 5.514562518923698]","[9.2, 3058.0]",2,2.521649653730746,CHEMBL5762687,['CHEMBL5762687']
COc1cccc(C2CN(C(=O)c3csc4c(O)nc(-c5ccccn5)nc34)CCN2)c1,"['CHEMBL6048725', 'CHEMBL6048725', 'CHEMBL6048725', 'CHEMBL6048725']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL6048725,"['CHEMBL6048725', 'CHEMBL6048725', 'CHEMBL6048725']"
