Ligand_name,Label,Is_active,Status,Converged,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Best_affinity_kcal_mol,best_rmsd_lb,best_rmsd_ub,RF_Score_pKd,Runtime_s
CHEMBL104949,decoy,0,SUCCESS,True,C38H49ClN2O8,696.318,6.448,1,8,16,132.89,19.865,29.155,3.54,7.101,587.08
CHEMBL105105,decoy,0,SUCCESS,True,C27H35N3O5S2,545.202,4.134,2,8,15,114.46,-5.116,-9.005,-1.291,7.584,511.85
CHEMBL104867,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10617,decoy,0,SUCCESS,True,C29H32Cl2O7,562.153,5.44,0,7,9,99.88,-2.231,-3.145,1.021,7.734,259.72
CHEMBL106176,decoy,0,SUCCESS,True,C24H30Cl2N6S+2,504.162,1.614,4,5,10,86.7,-6.176,-9.245,-0.917,7.043,265.82
CHEMBL105775,decoy,0,SUCCESS,True,C32H29N5O5,563.217,4.56,2,5,9,111.29,0.429,0.604,0.447,6.685,421.79
CHEMBL10624,decoy,0,SUCCESS,True,C23H30Cl2N3O4+,482.161,3.063,3,4,15,81.1,-5.566,-9.145,-1.854,7.381,263.82
CHEMBL106711,decoy,0,SUCCESS,True,C21H18IN3O3S,519.011,5.116,2,5,7,80.32,-4.17,-5.389,-0.562,7.308,84.88
CHEMBL105404,decoy,0,SUCCESS,True,C31H33N3O5,527.242,4.74,2,5,10,104.81,-6.276,-9.944,-1.201,7.444,517.8
CHEMBL10644,decoy,0,SUCCESS,True,C28H26O8,490.163,4.744,0,8,12,81.68,-2.834,-4.16,-1.56,5.949,218.48
CHEMBL104711,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL105946,decoy,0,SUCCESS,True,C28H20N6O5S,552.122,4.448,4,8,7,169.35,-5.794,-8.673,-0.493,7.609,410.98
CHEMBL105606,decoy,0,SUCCESS,True,C28H35N6O4+,519.271,3.232,1,6,12,107.83,-5.946,-10.464,-1.962,7.633,519.92
CHEMBL105779,decoy,0,SUCCESS,True,C31H41BrN3O4+,598.227,4.34,1,5,12,72.64,10.219,15.595,-0.832,8.229,452.33
CHEMBL103749,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10669,decoy,0,SUCCESS,True,C27H30Cl2O6,520.142,4.869,1,6,8,93.81,1.174,1.552,0.777,7.772,124.27
CHEMBL104722,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL103238,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL103846,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL105642,decoy,0,SUCCESS,True,C28H30ClN6O3S2+,597.15,3.813,2,8,12,112.49,-4.984,-8.189,-1.251,8.121,509.27
CHEMBL10652,decoy,0,SUCCESS,True,C22H28Cl2N3O4+,468.145,2.674,3,4,14,81.1,-5.469,-8.985,-1.811,7.452,234.91
CHEMBL106507,decoy,0,SUCCESS,True,C29H39BrN3O3+,556.217,3.769,2,4,11,66.57,-4.35,-6.257,-1.991,7.244,239.94
CHEMBL10661,decoy,0,SUCCESS,True,C26H22O8S,494.104,3.226,1,8,9,108.36,-3.257,-4.495,-2.59,6.711,170.2
CHEMBL10679,decoy,0,SUCCESS,True,C27H30Cl2O5S,536.119,5.338,1,6,8,80.67,1.341,1.773,0.957,7.591,131.72
CHEMBL106767,decoy,0,SUCCESS,True,C27H35BrN3O3+,528.186,3.803,2,4,9,66.57,-4.651,-6.147,-1.291,6.481,142.95
CHEMBL104464,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL105973,decoy,0,SUCCESS,True,C19H20F6N5O4PS,559.088,5.193,1,9,13,114.38,-6.548,-11.525,-1.109,7.375,437.76
CHEMBL100299,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10676,decoy,0,SUCCESS,True,C26H19F3O6,484.113,4.841,1,6,7,74.22,-4.405,-6.08,-1.073,6.029,172.6
CHEMBL106526,decoy,0,SUCCESS,True,C33H34ClN5O3,583.235,6.446,1,6,9,98.47,93.956,137.897,3.228,7.447,298.51
CHEMBL105833,decoy,0,SUCCESS,True,C28H40N2O6S,532.261,3.886,3,7,15,121.8,-5.274,-9.436,-2.443,6.523,551.76
CHEMBL10628,decoy,0,SUCCESS,True,C33H32Cl2N3O4+,604.176,5.15,2,4,10,72.31,-4.133,-6.307,3.129,7.54,404.98
CHEMBL106584,decoy,0,SUCCESS,True,C25H28Br2O7,598.02,6.05,0,7,16,80.29,-4.821,-8.484,-1.329,6.638,262.86
CHEMBL106533,decoy,0,SUCCESS,True,C29H38F3N4O3+,547.289,3.686,1,4,10,73.28,-5.14,-7.243,-1.498,7.656,295.23
CHEMBL106066,decoy,0,SUCCESS,True,C28H27F4N3O5,561.189,4.177,2,5,12,104.81,-6.374,-10.845,-1.326,7.506,477.23
CHEMBL10674,decoy,0,SUCCESS,True,C25H22NO5S2-,480.094,2.539,1,6,10,95.53,-5.863,-9.29,-3.817,6.734,243.31
CHEMBL106477,decoy,0,SUCCESS,True,C18H18F6N5O4PS,545.072,4.885,1,9,12,114.38,-5.936,-10.447,-2.204,7.47,380.78
CHEMBL10697,decoy,0,SUCCESS,True,C27H23NO7,473.147,3.781,2,7,9,103.32,-3.781,-5.218,-2.44,5.842,174.07
CHEMBL106367,decoy,0,SUCCESS,True,C19H20F6N5O4PS,559.088,5.193,1,9,13,114.38,-6.595,-11.608,-1.237,7.327,428.75
CHEMBL107018,decoy,0,SUCCESS,True,C26H34BrN4O3+,529.181,2.813,1,4,8,73.28,-5.54,-7.484,0.03,7.248,156.55
CHEMBL106361,decoy,0,SUCCESS,True,C30H33N2O5S+,533.21,4.01,1,5,12,81.68,-5.38,-8.525,-1.578,8.099,435.1
CHEMBL106790,decoy,0,SUCCESS,True,C30H40BrN4O3+,583.228,3.522,2,4,11,75.44,-3.998,-5.634,-0.415,7.496,249.42
CHEMBL106832,decoy,0,SUCCESS,True,C31H31FN4O4,542.233,4.316,1,5,8,82.19,5.611,7.907,0.058,6.831,218.53
CHEMBL10655,decoy,0,SUCCESS,True,C28H27N2O6S-,519.16,2.037,1,7,9,108.0,-6.396,-10.136,-1.716,6.702,329.26
CHEMBL107032,decoy,0,SUCCESS,True,C25H24N4O6S,508.142,5.059,1,8,11,131.74,-3.685,-5.193,-1.138,6.175,173.59
CHEMBL106895,decoy,0,SUCCESS,True,C26H26N4O6S,522.157,5.45,1,8,12,131.74,-3.684,-5.408,-0.932,6.832,228.21
CHEMBL101336,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10666,decoy,0,SUCCESS,True,C25H26BrN2O6-,529.098,4.373,3,6,14,123.85,-5.665,-9.971,-2.231,5.664,338.44
CHEMBL10684,decoy,0,SUCCESS,True,C22H27Cl3N3O4+,502.106,3.327,3,4,14,81.1,-5.679,-9.33,-1.495,7.568,267.29
CHEMBL106800,decoy,0,SUCCESS,True,C33H28ClN7O3,605.194,5.96,1,8,10,124.25,1.515,2.223,1.147,7.937,302.16
CHEMBL101735,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL106115,decoy,0,SUCCESS,True,C34H46N6O3+2,586.362,3.214,4,4,12,86.29,-3.532,-5.596,-1.123,7.639,576.57
CHEMBL102955,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL105875,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10700,decoy,0,SUCCESS,True,C24H32Cl2N3O4+,496.176,3.453,3,4,16,81.1,-4.694,-7.713,-2.499,7.535,269.51
CHEMBL107033,decoy,0,SUCCESS,True,C25H23BrClN7O2,567.079,5.643,2,6,10,114.52,-5.992,-8.794,-1.924,8.099,254.73
CHEMBL106813,decoy,0,SUCCESS,True,C28H36F3N4O4+,549.268,3.176,1,5,10,82.51,-4.736,-6.674,0.041,7.599,323.9
CHEMBL106489,decoy,0,SUCCESS,True,C29H32ClN6O3S+,579.194,4.389,2,8,13,98.66,-5.134,-8.435,-2.171,8.124,480.42
CHEMBL102713,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL106502,decoy,0,SUCCESS,True,C19H20F6N5O5PS,575.083,4.893,1,10,14,123.61,-5.926,-10.775,-2.206,7.429,477.57
CHEMBL101549,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL105460,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10694,decoy,0,SUCCESS,True,C23H28ClF3N3O4+,502.171,3.039,3,4,14,81.1,-5.569,-9.475,-2.391,7.436,321.01
CHEMBL105233,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL107081,decoy,0,SUCCESS,True,C24H22BrF3N4O4S,598.05,5.728,2,5,10,120.22,-5.864,-8.949,-2.421,7.518,294.75
CHEMBL105824,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL107373,decoy,0,SUCCESS,True,C27H36BrN4O3+,543.197,3.121,1,4,9,73.28,-4.202,-5.676,-0.814,7.376,186.84
CHEMBL106092,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL106607,decoy,0,SUCCESS,True,C27H40N2O6S,520.261,3.799,2,7,18,110.8,-4.97,-9.328,-2.047,7.321,464.6
CHEMBL106911,decoy,0,SUCCESS,True,C25H31F3N6S+2,504.227,1.326,4,5,10,86.7,-6.711,-10.438,-1.134,7.529,352.94
CHEMBL107006,decoy,0,SUCCESS,True,C24H22BrF3N4O4S,598.05,5.592,2,5,10,120.22,-5.662,-8.64,-2.543,7.601,334.14
CHEMBL107113,decoy,0,SUCCESS,True,C31H29ClN6O3,568.199,5.72,1,7,11,111.36,-4.515,-6.627,-0.811,7.385,299.4
CHEMBL106794,decoy,0,SUCCESS,True,C26H33F3N6OS+2,534.238,1.335,4,6,12,95.93,-6.542,-10.557,-1.47,7.619,416.77
CHEMBL107895,decoy,0,SUCCESS,True,C21H18IN3O3S,519.011,5.116,2,5,7,80.32,-5.101,-6.592,-0.54,7.321,91.57
CHEMBL107200,decoy,0,SUCCESS,True,C25H26Br2O8,611.999,5.577,0,8,15,97.36,-4.37,-7.692,-1.886,6.643,299.6
CHEMBL106207,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10732,decoy,0,SUCCESS,True,C30H34Cl2O6S,592.145,6.217,0,7,10,86.74,1.204,1.697,1.523,7.789,256.69
CHEMBL107477,decoy,0,SUCCESS,True,C25H23BrN6O3,534.102,5.335,1,7,10,111.72,-6.391,-9.379,-1.329,7.98,213.32
CHEMBL107241,decoy,0,SUCCESS,True,C33H29N7O3,571.233,5.306,1,8,10,124.25,-3.393,-4.98,0.628,7.616,324.31
CHEMBL107363,decoy,0,SUCCESS,True,C30H41BrN3O3+,570.233,4.423,1,4,12,55.57,-4.566,-6.701,-1.172,7.598,275.79
CHEMBL107198,decoy,0,SUCCESS,True,C33H27ClN6O4,606.178,6.601,2,7,9,125.88,2.471,3.627,0.992,7.901,355.99
CHEMBL10801,decoy,0,SUCCESS,True,C25H19O6-,415.119,3.053,0,6,8,84.89,-3.857,-5.436,-2.702,5.69,144.86
CHEMBL10708,decoy,0,SUCCESS,True,C29H34N3O5S-,536.222,3.838,3,5,15,127.43,-6.751,-10.697,0.038,7.674,416.03
CHEMBL106888,decoy,0,SUCCESS,True,C28H28F3N3O6,559.193,3.743,3,6,13,125.04,-6.158,-10.658,-1.665,7.474,464.23
CHEMBL100583,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10781,decoy,0,SUCCESS,True,C29H28O10,536.168,3.857,1,10,15,111.14,-2.447,-3.806,-1.547,6.043,284.97
CHEMBL10819,decoy,0,SUCCESS,True,C27H26O7,462.168,4.119,1,7,13,83.45,13.278,19.877,-1.454,6.91,190.55
CHEMBL10502,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL101508,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL107291,decoy,0,SUCCESS,True,C28H28F3N3O5,543.198,4.038,2,5,12,104.81,-5.397,-9.183,-2.697,7.054,426.52
CHEMBL108260,decoy,0,SUCCESS,True,C29H24ClN4O4-,527.149,4.281,0,7,9,109.5,-4.064,-5.727,-0.475,7.834,206.36
CHEMBL107646,decoy,0,SUCCESS,True,C26H31FN4O5S,530.2,4.817,1,6,11,120.51,-5.475,-8.676,-1.986,6.523,381.82
CHEMBL10802,decoy,0,SUCCESS,True,C23H30Cl2N3O4+,482.161,3.064,3,4,15,81.1,-5.0,-8.507,-2.174,7.16,289.05
CHEMBL107215,decoy,0,SUCCESS,True,C18H17F6N6O6PS,590.057,4.793,1,11,13,157.52,-6.274,-11.409,-1.386,6.774,497.75
CHEMBL107249,decoy,0,SUCCESS,True,C20H22F6N5O4PS,573.103,5.447,1,9,14,114.38,-6.641,-12.076,-1.266,7.549,481.88
CHEMBL10687,decoy,0,SUCCESS,True,C32H32NO6S-,558.196,5.249,1,7,16,100.83,-5.722,-10.071,-2.318,7.331,594.44
CHEMBL10792,decoy,0,SUCCESS,True,C28H27N2O6S-,519.16,2.037,1,7,9,108.0,-4.695,-7.44,-1.348,7.445,314.03
CHEMBL108115,decoy,0,SUCCESS,True,C25H24BrF3N4O4S,612.065,6.153,2,5,11,120.22,-6.087,-9.29,-1.724,7.991,303.99
CHEMBL10858,decoy,0,SUCCESS,True,C27H37FO6,476.257,3.637,2,6,12,100.9,-3.481,-5.108,0.108,6.977,150.95
CHEMBL107967,decoy,0,SUCCESS,True,C27H27F3N4O4S,560.171,5.707,2,5,11,120.22,-6.383,-10.114,-1.932,7.933,342.94
CHEMBL10737,decoy,0,SUCCESS,True,C29H36N3O6S-,554.233,2.861,3,6,14,144.5,-6.289,-10.333,-0.324,7.326,477.86
CHEMBL107599,decoy,0,SUCCESS,True,C32H45N6O4+,577.35,4.006,2,7,14,93.49,-4.623,-7.325,-0.802,7.791,444.27
CHEMBL107912,decoy,0,SUCCESS,True,C25H31F3N6OS+2,520.222,1.032,5,6,11,106.93,-6.661,-10.556,-1.49,7.529,357.96
CHEMBL10663,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL107199,decoy,0,SUCCESS,True,C30H43N2O6S+,559.284,3.289,2,6,11,95.73,-4.11,-6.873,-0.784,6.593,582.15
CHEMBL10860,decoy,0,SUCCESS,True,C28H21NO6,467.137,4.371,1,7,7,87.11,4.689,6.197,-2.89,5.575,179.57
CHEMBL107850,decoy,0,SUCCESS,True,C31H38N5O4+,544.292,3.542,4,5,13,102.08,-4.035,-6.275,-1.621,7.859,393.49
CHEMBL107860,decoy,0,SUCCESS,True,C26H33F3N6OS+2,534.238,1.335,4,6,12,95.93,-6.831,-11.023,-0.985,7.526,391.74
CHEMBL10762,decoy,0,SUCCESS,True,C30H29N2O5S-,529.18,4.635,1,7,14,104.49,-6.165,-10.489,-2.016,7.469,469.71
CHEMBL10811,decoy,0,SUCCESS,True,C28H30N3O5S-,520.191,3.202,3,5,12,127.43,-6.507,-9.93,-0.523,7.549,363.53
CHEMBL108740,decoy,0,SUCCESS,True,C22H20IN3O4S,549.022,5.125,2,6,9,89.55,-4.161,-5.621,-0.587,5.297,114.72
CHEMBL10813,decoy,0,SUCCESS,True,C25H32N3O5+,454.234,2.151,3,6,17,110.28,-5.978,-10.347,-2.095,7.231,342.91
CHEMBL10832,decoy,0,SUCCESS,True,C28H25O9-,505.15,3.079,0,9,14,112.58,-3.459,-5.482,0.076,6.942,297.25
CHEMBL107847,decoy,0,SUCCESS,True,C26H33F3N6OS+2,534.238,1.335,4,6,12,95.93,-6.623,-10.689,-1.299,7.707,424.15
CHEMBL10825,decoy,0,SUCCESS,True,C24H32N3O5+,442.234,1.957,3,6,17,102.44,-5.563,-9.628,-2.084,7.417,343.68
CHEMBL10847,decoy,0,SUCCESS,True,C30H29O10-,549.177,3.396,0,10,17,121.81,13.85,22.757,-1.159,6.485,294.56
CHEMBL107191,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL108142,decoy,0,SUCCESS,True,C30H34N2O7S,566.209,1.614,1,7,13,109.64,-3.972,-6.526,0.431,7.063,369.31
CHEMBL108350,decoy,0,SUCCESS,True,C30H38Cl2N6O2+2,584.242,2.17,3,3,9,90.35,-0.607,-0.856,-1.109,7.972,345.2
CHEMBL108959,decoy,0,SUCCESS,True,C26H34BrN4O2+,513.186,3.575,1,4,8,59.23,14.688,19.84,-0.628,7.371,128.85
CHEMBL108139,decoy,0,SUCCESS,True,C29H33F3N3O5+,560.237,4.595,1,5,9,89.71,-3.771,-5.754,-2.145,7.207,402.79
CHEMBL107425,decoy,0,SUCCESS,True,C34H40N3O3S2+,602.251,4.647,2,5,11,74.94,-4.882,-7.879,-1.647,6.768,575.77
CHEMBL108130,decoy,0,SUCCESS,True,C34H33N5O5,591.248,5.338,2,5,11,111.29,-1.775,-2.605,1.059,6.949,414.06
CHEMBL108994,decoy,0,SUCCESS,True,C21H19IN4O3S,534.022,4.699,3,6,8,106.34,-6.197,-8.189,-0.435,6.889,112.93
CHEMBL104460,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10869,decoy,0,SUCCESS,True,C20H21F3N4O4S,470.124,2.462,2,6,10,107.94,-5.023,-7.666,-0.016,6.347,207.98
CHEMBL107299,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10854,decoy,0,SUCCESS,True,C30H30O10,550.184,4.165,1,10,16,111.14,-2.955,-4.596,-1.33,6.012,352.21
CHEMBL108025,decoy,0,SUCCESS,True,C33H31N7OS,573.231,6.567,2,6,12,84.41,-5.832,-9.071,2.168,7.897,495.35
CHEMBL107469,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10889,decoy,0,SUCCESS,True,C30H35Cl2NO6,575.184,5.186,0,6,10,91.67,-2.158,-3.041,3.66,7.237,208.35
CHEMBL107774,decoy,0,SUCCESS,True,C31H41N2O8-,569.287,3.802,1,8,18,126.46,-4.91,-9.216,-3.034,6.691,578.24
CHEMBL108552,decoy,0,SUCCESS,True,C25H31FN4O5S,518.2,4.961,1,6,11,120.51,-6.027,-9.55,-0.945,7.313,366.91
CHEMBL107830,decoy,0,SUCCESS,True,C33H33N5O5,579.248,5.13,2,5,10,124.89,-4.347,-6.634,-3.839,7.664,590.19
CHEMBL10924,decoy,0,SUCCESS,True,C27H24O7,460.152,4.139,1,7,10,83.45,-3.313,-4.572,-1.351,5.926,162.22
CHEMBL109158,decoy,0,SUCCESS,True,C27H36BrN4O2+,527.202,3.68,2,4,9,72.36,-4.92,-6.503,-0.328,7.194,176.87
CHEMBL10885,decoy,0,SUCCESS,True,C22H18NO7S3-,504.025,1.428,1,8,9,129.67,-6.775,-10.736,-1.163,6.726,258.32
CHEMBL107244,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10851,decoy,0,SUCCESS,True,C29H31N3O5S,533.198,0.558,2,6,10,103.21,-6.125,-10.063,-1.746,7.266,429.01
CHEMBL10862,decoy,0,SUCCESS,True,C29H27O10-,535.161,3.087,0,10,16,121.81,-3.405,-5.595,-0.852,6.488,327.74
CHEMBL10905,decoy,0,SUCCESS,True,C27H22NO7-,472.14,3.011,1,7,10,113.99,-4.339,-6.369,-1.163,6.702,205.99
CHEMBL10926,decoy,0,SUCCESS,True,C25H18Cl2O6,484.048,5.129,1,6,7,74.22,-3.569,-4.716,-2.637,6.436,147.22
CHEMBL10879,decoy,0,SUCCESS,True,C23H29BrN3O4+,490.134,2.711,3,5,15,93.21,-5.837,-9.761,-1.582,7.388,279.74
CHEMBL107750,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10915,decoy,0,SUCCESS,True,C26H19O8-,459.109,2.186,1,8,8,114.35,3.947,5.447,-2.467,6.356,201.59
CHEMBL107490,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL109621,decoy,0,SUCCESS,True,C30H29FN4O4,528.217,4.368,0,5,6,84.74,5.03,6.5,-0.744,7.156,119.79
CHEMBL107730,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10940,decoy,0,SUCCESS,True,C25H19NO8,461.111,3.731,1,8,8,117.36,-3.55,-4.899,-3.207,6.38,179.94
CHEMBL108195,decoy,0,SUCCESS,True,C25H25Cl2N2O8-,551.099,2.295,2,8,14,150.93,-6.061,-11.021,-3.285,7.175,540.81
CHEMBL107369,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL108635,decoy,0,SUCCESS,True,C29H40O8,516.272,4.735,0,8,18,88.28,-5.573,-9.482,-0.512,6.693,377.28
CHEMBL10948,decoy,0,SUCCESS,True,C27H25NO6,459.168,3.888,1,7,10,77.46,-1.795,-2.477,-2.212,6.962,170.93
CHEMBL108287,decoy,0,SUCCESS,True,C31H35N7O2S,569.257,6.069,2,7,12,101.48,-5.305,-8.871,-2.321,6.624,551.18
CHEMBL109433,decoy,0,SUCCESS,True,C29H41FO6S,536.261,5.329,1,7,14,89.9,1.087,1.691,-0.418,7.126,181.03
CHEMBL108199,decoy,0,SUCCESS,True,C30H38FN3O4,523.285,5.083,2,5,18,108.29,-4.603,-8.909,-2.688,7.724,583.12
CHEMBL10922,decoy,0,SUCCESS,True,C29H27O9-,519.166,3.387,0,9,15,112.58,-3.537,-5.605,-1.088,6.693,262.94
CHEMBL109608,decoy,0,SUCCESS,True,C21H14IN7O5,571.01,6.03,1,7,8,161.18,-6.045,-8.696,-1.08,7.415,199.65
CHEMBL109557,decoy,0,SUCCESS,True,C31H20N3O7-,546.131,4.293,1,8,8,141.87,-2.511,-3.392,-1.169,6.675,208.38
CHEMBL108190,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10619,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL108304,decoy,0,SUCCESS,True,C33H33N5O5,579.248,5.13,2,5,10,124.89,-5.019,-7.66,-3.383,7.686,594.52
CHEMBL109907,decoy,0,SUCCESS,True,C30H33FN4O4,532.249,4.816,0,5,8,84.74,6.928,8.953,-0.459,7.052,127.93
CHEMBL10950,decoy,0,SUCCESS,True,C29H31Cl2FO7,580.143,5.388,0,7,9,99.88,-4.953,-6.979,2.714,7.141,242.22
CHEMBL10908,decoy,0,SUCCESS,True,C25H20BrN2O6S-,555.023,2.571,2,6,9,124.63,-6.001,-9.859,-2.556,6.951,342.02
CHEMBL109206,decoy,0,SUCCESS,True,C29H41N3O5,511.305,1.532,1,5,16,88.27,-5.649,-9.943,-2.259,7.642,345.47
CHEMBL109382,decoy,0,SUCCESS,True,C30H38N4O4+2,518.288,1.257,4,4,8,101.22,-3.102,-4.552,1.112,7.734,316.03
CHEMBL108780,decoy,0,SUCCESS,True,C29H32N3O5S+,534.206,3.405,1,6,12,94.57,-5.669,-8.983,-1.216,7.504,458.21
CHEMBL110049,decoy,0,SUCCESS,True,C36H59N2O4+,583.447,4.359,3,4,12,80.07,2.755,3.48,-0.407,7.621,192.29
CHEMBL108058,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10902,decoy,0,SUCCESS,True,C30H29N2O5S-,529.18,4.635,1,7,14,104.49,-6.123,-10.418,-2.176,7.501,426.48
CHEMBL10912,decoy,0,SUCCESS,True,C30H29N2O5S-,529.18,4.635,1,7,14,104.49,-6.077,-10.34,-2.432,7.493,416.05
CHEMBL109035,decoy,0,SUCCESS,True,C32H35N7O2,549.285,5.617,2,6,12,101.48,-6.509,-10.884,-2.038,7.222,472.63
CHEMBL109951,decoy,0,SUCCESS,True,C31H30N3O4-,508.224,3.278,0,5,10,87.49,-4.797,-7.04,0.159,7.328,302.82
CHEMBL108783,decoy,0,SUCCESS,True,C30H36N4O6,548.263,4.093,2,7,14,130.84,-5.951,-9.778,-2.629,7.161,568.64
CHEMBL109765,decoy,0,SUCCESS,True,C28H38N2O7S,546.24,1.355,1,7,16,109.64,-3.959,-6.968,0.623,6.831,357.63
CHEMBL101074,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL110403,decoy,0,SUCCESS,True,C28H31Cl2N5O2+2,539.184,2.441,3,4,9,63.34,9.29,13.092,-1.249,7.85,242.21
CHEMBL107861,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL110351,decoy,0,SUCCESS,True,C30H32N2O7,532.221,4.223,0,7,9,94.61,-0.753,-1.061,-1.747,5.68,266.8
CHEMBL110730,decoy,0,SUCCESS,True,C28H38BrN4O3+,557.212,3.216,2,4,10,75.44,-4.858,-6.562,0.625,7.255,216.44
CHEMBL110757,decoy,0,SUCCESS,True,C28H38BrN4O3+,557.212,3.216,2,4,10,75.44,-4.303,-5.812,-0.93,6.874,213.01
CHEMBL10864,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL109474,decoy,0,SUCCESS,True,C29H44N2O6,516.32,1.768,1,6,15,92.57,-4.638,-8.162,-2.586,6.729,437.3
CHEMBL10998,decoy,0,SUCCESS,True,C24H32N3O5+,442.234,1.786,3,6,17,102.44,-5.359,-9.588,-2.42,7.442,343.6
CHEMBL109821,decoy,0,SUCCESS,True,C25H29N4O6S+,513.18,2.728,1,7,12,115.78,-5.004,-8.222,-0.579,7.48,368.26
CHEMBL10659,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL109561,decoy,0,SUCCESS,True,C30H26N5O8-,584.179,2.9,0,9,11,173.77,-5.087,-7.764,2.837,7.312,442.43
CHEMBL11051,decoy,0,SUCCESS,True,C22H27BrN3O4+,476.118,2.402,3,5,14,93.21,-5.9,-9.867,-1.296,7.313,274.98
CHEMBL108504,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL10975,decoy,0,SUCCESS,True,C24H23F3N4O5S,536.134,3.377,2,7,11,117.17,-5.071,-8.331,-1.317,7.577,401.86
CHEMBL109094,decoy,0,SUCCESS,True,C32H35N7O2S,581.257,5.018,2,7,12,93.64,-5.644,-9.438,-2.434,6.72,542.89
CHEMBL109065,decoy,0,SUCCESS,True,C29H36N2O6S,540.229,3.896,3,7,15,121.8,-5.508,-9.855,-2.966,7.387,551.69
CHEMBL109778,decoy,0,SUCCESS,True,C29H39N3O5,509.289,1.589,1,6,15,96.23,-4.898,-8.62,-2.251,7.255,397.22
CHEMBL110366,decoy,0,SUCCESS,True,C30H40N2O5,508.294,2.148,1,5,15,83.34,-3.761,-6.399,0.383,7.31,309.32
CHEMBL11007,decoy,0,SUCCESS,True,C28H32N3O5S-,522.207,3.45,3,5,14,127.43,-5.825,-9.23,-0.915,6.437,367.56
CHEMBL108999,decoy,0,SUCCESS,True,C30H38N2O6S,554.245,4.199,2,7,16,110.8,-5.573,-10.134,-2.672,7.49,594.68
CHEMBL109408,decoy,0,SUCCESS,True,C31H36N2O7S,580.224,1.755,1,7,14,109.64,-4.839,-8.234,-2.466,7.388,490.39
CHEMBL110265,decoy,0,SUCCESS,True,C30H31N7O3,537.249,6.224,2,7,12,125.46,-4.456,-7.061,-1.019,7.045,366.26
CHEMBL11082,decoy,0,SUCCESS,True,C29H28O9,520.173,4.502,0,9,14,90.91,-2.458,-3.751,-2.232,5.719,253.8
CHEMBL108759,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL110804,decoy,0,SUCCESS,True,C31H30N3O4-,508.224,3.338,0,5,10,87.49,-6.127,-8.992,1.708,7.559,278.12
CHEMBL108895,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL110023,decoy,0,SUCCESS,True,C25H29N4O6S+,513.18,2.728,1,7,12,115.78,-4.367,-7.176,-0.387,6.898,408.49
CHEMBL110311,decoy,0,SUCCESS,True,C28H31F3N3O5+,546.221,4.205,1,5,9,89.71,-1.929,-2.944,-1.742,7.5,373.0
CHEMBL10965,decoy,0,SUCCESS,True,C27H30N3O7S-,540.181,2.542,3,7,15,145.89,-6.089,-10.361,-1.688,6.895,474.33
CHEMBL11032,decoy,0,SUCCESS,True,C25H24F3N5O5,531.173,2.71,2,7,11,130.06,-5.061,-8.316,-1.583,7.746,382.8
